#Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
11200,IMPOST SOBRE BENS DE NATURALESA RÚSTEGA,14000.0,0.0,14000.0,13195.34
11301,IMPOST SOBRE BENS DE NATURALESA URBANA,4350000.0,0.0,4350000.0,4315109.32
11500,IMPOST SOBRE VEHICLES DE TRACCIÓ MECÀNICA,610000.0,0.0,610000.0,592411.98
11600,IMPOST SOBRE INCREMENT DE VALORS TERRENYS NATURALESA URBANA,800000.0,0.0,800000.0,215524.99
13000,IMPOST SOBRE ACTIVITATS EMPRESARIALS,2350000.0,0.0,2350000.0,2036831.46
29000,"IMPOST SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OBRES",1000000.0,0.0,1000000.0,602860.76
30200,RECOLLIDA ESCOMBRARIES,315000.0,0.0,315000.0,312592.5
30201,SERVEI RECOLLIDA ESCOMBRARIES INDUSTRIALS,80000.0,0.0,80000.0,65575.5
30500,CEMENTIRI MUNICIPAL,15000.0,0.0,15000.0,8453.55
31500,ACTIVITATS JUVENILS,0.0,0.0,0.0,0.0
31903,RECOLLIDA ANIMALS DOMÈSTICS,1000.0,0.0,1000.0,230.0
32100,LLICÈNCIES URBANÍSTIQUES,300000.0,0.0,300000.0,207410.3
32200,LLICÈNCIES DE PRIMERA OCUPACIÓ,20000.0,0.0,20000.0,29228.8
32500,SERVEIS ADMINISTRATIUS,10000.0,0.0,10000.0,14336.23
32600,TAXA PER RETIRADA DE VEHICLES,10000.0,0.0,10000.0,5035.0
32700,LLICÈNCIES AUTOTAXIS,1000.0,0.0,1000.0,0.0
32800,LLICÈNCIES ACTIVITATS,120000.0,0.0,120000.0,84562.93
32900,ALTRES TAXES SERVEIS COMPETÈNCIA MUNICIPAL,0.0,0.0,0.0,825.52
32901,TAXA LLICENCIA GOSSOS POTENCIALMENT PERILLOSOS,1000.0,0.0,1000.0,310.0
33100,DISTINTIUS I PLAQUES I ENTRADA VEHICLES,550000.0,0.0,550000.0,189418.59
33200,APROFITAMENT ESPECIAL EMP. EXPLOTADORES SUBMINISTRAMENTS,380000.0,0.0,380000.0,291573.03
33300,APROFITAMENT ESPECIAL EMP. EXPLOTADORES S.TELECOMUNICACIONS,22000.0,0.0,22000.0,7519.62
33500,TAXA UTILITZACIÓ DOMINI PÚBLIC,40000.0,0.0,40000.0,83813.84
33600,"TAXA OCUPACIÓ VÓL, SÓL I SUBSÓL",50000.0,0.0,50000.0,0.0
33800,"APROFITAMENT VOL, SOL I SUBSÒL, CONVENI TELEFÒNICA",28000.0,0.0,28000.0,19933.66
33901,TAXA UTILITZACIÓ LOCALS I INSTAL.LACIONS MUNICIPALS,1000.0,0.0,1000.0,1505.0
34100,CESSIÓ PISOS SOCIALS,1000.0,0.0,1000.0,417.88
34201,ESCOLA BRESSOL,65000.0,0.0,65000.0,65020.06
34300,PREU PUBLIC PISCINA D'ESTIU,42000.0,0.0,42000.0,40109.26
34301,ACTIVITATS ESPORTIVES,2000.0,0.0,2000.0,3114.0
34302,LLOGUER INSTAL.LACIONS ESPORTIVES,1000.0,0.0,1000.0,1860.0
34901,PREU PUBLIC PRESTACIÓ SERVEIS CAN GAVARRA,90000.0,0.0,90000.0,60173.81
34902,PREU PÚBLIC ACTIVITATS CULTURALS,3000.0,0.0,3000.0,3391.0
34903,EDUCACIÓ CURSOS FORMACIO ADULTS,3000.0,0.0,3000.0,2562.5
34904,ACTIVITATS JOVENTUT,0.0,0.0,0.0,760.0
34905,ACTIVITATS CASAL GENT GRAN,5000.0,0.0,5000.0,7976.88
34906,PREU PUBLIC CASALS D'ESTIU,50000.0,0.0,50000.0,54533.0
34907,PREU PUBLIC MENJADOR EE BB,100000.0,0.0,100000.0,77794.97
34908,CARREGADORS ELECTRICS VEHICLES,0.0,0.0,0.0,1137.79
38900,ALTRES REINTEGRAMENTS D'OPERACIONS CORRENTS,0.0,0.0,0.0,16331.47
39100,SANCIONS TRIBUTARIES,1000.0,0.0,1000.0,1353.77
39120,MULTES TRANSIT,150000.0,0.0,150000.0,65318.56
39190,ALTRES MULTES I SANCIONS,50000.0,0.0,50000.0,89194.45
39200,RECÀRREC D'EXTEMPORANEÏTAT,8000.0,0.0,8000.0,1815.44
39300,INTERESSOS DEUTES TRIBUTÀRIES I ALTRES,1000.0,0.0,1000.0,-5737.43
39901,ALTRES INGRESSOS DIVERSOS,5000.0,0.0,5000.0,637.19
39903,COMPENSACIÓ CÀNON DE DEPOSICIÓ RESIDUS,50000.0,0.0,50000.0,39458.58
39904,GESTIÓ RECOLLIDA RESIDUS DEIXALLERIA,12000.0,0.0,12000.0,12687.75
39906,RECLAMACIÓ DANYS,0.0,1080.0,1080.0,18293.49
39907,INGRESSOS PER EXECUCIONS SUBSIDIÀRIES,0.0,42289.74,42289.74,-13624.49
39910,lINGRESSOS PER CESSIONS HABITTGE SOCIAL,3000.0,0.0,3000.0,5581.2
42000,PARTICIPACIONS EN ELS TRIBUTS DE L'ESTAT,2322240.0,0.0,2322240.0,2350063.98
42090,ALTRES TRANSFERÈNCIES CORRENTS DE L'ESTAT,0.0,0.0,0.0,109088.22
45000,FONS DE COOPERACIÓ,140000.0,0.0,140000.0,134592.82
45080,DE L'ADMINISTRACIÓ GENERAL DE LA COMUNITAT AUTÒNOMA,360000.0,0.0,360000.0,374258.74
45100,TRANSFERÈNCIES D'ORGANISMES AUTÒNOMS DE LA COM.AUTÒNOMA,75000.0,76767.1,151767.1,96454.69
45300,TRANSFERÈNCIES D'ENTITATS DE DRET PÚBLIC GENERALITAT,0.0,0.0,0.0,5000.0
46100,ALTRES TRANSFERÈNCIES DIPUTACIÓ,445000.0,125440.49,570440.49,462898.93
46200,D'AJUNTAMENTS,0.0,0.0,0.0,500.0
46500,ALTRES TRANSFERÈNCIES COMARQUES,320000.0,0.0,320000.0,137140.07
46600,D'ALTRES ENTITATS QUE AGRUPEN MUNICIPIS,0.0,0.0,0.0,400.0
47000,TRANSFERENCIES D'EMPRESES PRIVADES,0.0,0.0,0.0,1000.0
52000,INTERESSOS DE CAIXES I BANCS,0.0,0.0,0.0,24.37
55000,CONCESSIONS ADMINISTRATIVES,65000.0,0.0,65000.0,63345.61
60000,VENDA DE SOLARS,0.0,0.0,0.0,0.0
75300,DE SOC MERC ENT PÚB EMPR I ALTRES ORGA PÚB DEPEN DE CCAA,0.0,178004.97,178004.97,75564.19
76100,DE DIPUTACIONS,0.0,610842.5,610842.5,922904.81
87000,PER A DESPESES GENERALS,0.0,598311.07,598311.07,0.0
87010,PER A DESPESES AMB FINANÇAMENT AFECTAT,0.0,1218177.68,1218177.68,0.0
91100,PRÉSTECS A LL/T D'ENS DEL SECTOR PÚBLIC,0.0,0.0,0.0,0.0
91301,PRÉSTECS REBUTS DE FORA DEL SECTOR PÚBLIC,0.0,818905.11,818905.11,828618.11
