#Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
11200,IMPOST SOBRE BENS DE NATURALESA RÚSTEGA,12000,0,12000,-868.48
11301,IMPOST SOBRE BENS DE NATURALESA URBANA,3272504,0,3272504,3289346.29
11500,IMPOST SOBRE VEHICLES DE TRACCIÓ MECÀNICA,650000,0,650000,2809.05
11600,IMPOST SOBRE INCREMENT DE VALORS TERRENYS NATURALESA URBANA,1150000,0,1150000,317305.69
13000,IMPOST SOBRE ACTIVITATS EMPRESARIALS,1550000,0,1550000,58367.46
29000,"IMPOST SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OBRES",400000,0,400000,-9378.14
30000,ABASTAMENT D'AIGUA,0,0,0,0
30200,RECOLLIDA ESCOMBRARIES,370000,0,370000,-95
30201,SERVEI RECOLLIDA ESCOMBRARIES INDUSTRIALS,0,0,0,-168
30500,CEMENTIRI MUNICIPAL,15000,0,15000,850
31100,ACTIVITATS GENT GRAN,3000,0,3000,660
31200,ACTIVITATS ENSENYAMENT,18000,0,18000,0
31201,PLA DE FORMACIÓ,5000,0,5000,25
31301,ACTIVITATS ESPORTIVES,1000,0,1000,45
31306,INSTAL·LACIONS ESPORTIVES,1000,0,1000,0
31400,ACTIVITATS CULTURALS,4000,0,4000,0
31500,ACTIVITATS JUVENILS,40000,0,40000,180
31600,ACTIVITATS PROMOCIÓ ECONÒMICA,2000,0,2000,0
31903,RECOLLIDA ANIMALS DOMÈSTICS,1500,0,1500,50
32100,LLICÈNCIES URBANÍSTIQUES,175000,0,175000,41894.45
32200,CEDULES D'HABILITAT I LLICÈNCIES DE PRIMERA OCUPACIÓ,5000,0,5000,-272.78
32500,SERVEIS ADMINISTRATIUS,12000,0,12000,1197.4
32600,TAXA PER RETIRADA DE VEHICLES,14000,0,14000,1273
32700,LLICÈNCIES AUTOTAXIS,1000,0,1000,0
32800,LLICÈNCIES ACTIVITATS,110000,0,110000,26129.62
32901,TAXA LLICENCIA GOSSOS POTENCIALMENT PERILLOSOS,500,0,500,82.8
33100,DISTINTIUS I PLAQUES I ENTRADA VEHICLES,88000,0,88000,88163.41
33200,APROFITAMENT ESPECIAL EMP. EXPLOTADORES SUBMINISTRAMENTS,300000,0,300000,70890.14
33300,APROFITAMENT ESPECIAL EMP. EXPLOTADORES S.TELECOMUNICACIONS,6000,0,6000,111.27
33500,TAXA UTILITZACIÓ DOMINI PÚBLIC,81000,0,81000,9253.85
33800,"APROFITAMENT VOL, SOL I SUBSÒL, CONVENI TELEFÒNICA",40000,0,40000,8117.14
33901,TAXA UTILITZACIÓ LOCALS I INSTAL.LACIONS MUNICIPALS,3000,0,3000,140
34201,ESCOLA BRESSOL,200000,0,200000,60927.94
34900,PREU PÚBLIC PER INSERCIÓ PUBLICITAT,0,0,0,154.6
34901,PREU PUBLIC PRESTACIÓ SERVEIS CAN GAVARRA,46000,0,46000,16647.05
38900,ALTRES REINTEGRAMENT D'OPERACIONS CORRENTS,0,0,0,47.18
39100,MULTES PER INFRACCIONS URBANISTIQUES,0,0,0,-1933.42
39120,MULTES TRANSIT,40000,0,40000,10570
39130,MULTES COERCITIVES AREA TERRITORI,30000,0,30000,0
39190,ALTRES MULTES I SANCIONS,5000,0,5000,773
39200,RECÀRREC D'EXTEMPORANEÏTAT,10000,0,10000,3028.56
39300,INTERESSOS DEUTES TRIBUTÀRIES I ALTRES,50000,0,50000,15712.42
39710,ALTRES INGRESSOS PER APROFITAMENTS URBARNS,0,0,0,0
39901,ALTRES INGRESSOS DIVERSOS,15000,0,15000,996.02
39903,COMPENSACIÓ CÀNON DE DEPOSICIÓ RESIDUS,40000,0,40000,44042.17
39904,GESTIÓ RECOLLIDA RESIDUS DEIXALLERIA,20000,0,20000,3615.73
39906,RECLAMACIÓ DANYS,0,0,0,0
39907,INGRESSOS PER EXECUCIONS SUBSIDIÀRIES,0,0,0,2547.53
39910,INGRESSOS PER CESSIONS HABITATGE SOCIAL,0,0,0,2182.46
42000,PARTICIPACIONS EN ELS TRIBUTS DE L'ESTAT,1555000,0,1555000,374470.38
45000,FONS DE COOPERACIÓ,120000,0,120000,0
45002,CONVENIS DE MANTENIMENT DE SERVEIS SOCIALS,25600,0,25600,0
45080,DE L'ADMINISTRACIÓ GENERAL DE LA COMUNITAT AUTÒNOMA,85000,0,85000,0
45100,TRANSFERÈNCIES D'ORGANISMES AUTÒNOMS DE LA COM.AUTÒNOMA,20000,0,20000,7000
46100,ALTRES TRANSFERÈNCIES,370000,90431.59,460431.59,126697.27
46500,ALTRES TRANSFERÈNCIES,150000,0,150000,0
47000,TRANSFERÈNCIES CORRENTS D'EMPRESES,5000,0,5000,0
48000,DE FAMILIES I INSTITUCIONS SENSE ANIM DE LUCRE,0,0,0,0
52000,INTERESSOS DE CAIXES I BANCS,5000,0,5000,0
54100,ARRENDAMENT FINQUES,31200,0,31200,2801.22
55000,CONCESSIONS ADMINISTRATIVES,70000,0,70000,226.8
60000,ALIENACIÓ DE TERRENYS,0,0,0,0
75080,ALTRES TRANSFERENCIES DE LA COMUNITAT AUTONOMA,0,0,0,0
76100,DE DIPUTACIONS,0,300000,300000,1830.85
87000,PER A DESPESES GENERALS,0,520945.97,520945.97,0
87010,PER A DESPESES AMB FINANÇAMENT AFECTAT,0,0,0,0
91100,PRÉSTECS A LL/T D'ENS DEL SECTOR PÚBLIC,175000,0,175000,0
91300,PRESTECS REBUTS A LLARG TERMINI FORA DEL SECTOR PÚBLIC,0,0,0,0
91301,PRÉSTEC REBUTS DE FORA DEL SECTOR PÚBLIC,104230,0,104230,0
11200,IMPOST SOBRE BENS DE NATURALESA RÚSTEGA,12000,0,12000,0
11301,IMPOST SOBRE BENS DE NATURALESA URBANA,3272504,0,3272504,-3607.58
11500,IMPOST SOBRE VEHICLES DE TRACCIÓ MECÀNICA,650000,0,650000,627184.1
11600,IMPOST SOBRE INCREMENT DE VALORS TERRENYS NATURALESA URBANA,1150000,0,1150000,238547.13
13000,IMPOST SOBRE ACTIVITATS EMPRESARIALS,1550000,0,1550000,0
29000,"IMPOST SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OBRES",400000,0,400000,154102.37
30000,ABASTAMENT D'AIGUA,0,0,0,0
30200,RECOLLIDA ESCOMBRARIES,370000,0,370000,-47.5
30201,SERVEI RECOLLIDA ESCOMBRARIES INDUSTRIALS,0,0,0,1737.59
30500,CEMENTIRI MUNICIPAL,15000,0,15000,1466.15
31100,ACTIVITATS GENT GRAN,3000,0,3000,2058
31200,ACTIVITATS ENSENYAMENT,18000,0,18000,644.55
31201,PLA DE FORMACIÓ,5000,0,5000,1361.06
31301,ACTIVITATS ESPORTIVES,1000,0,1000,1011
31306,INSTAL·LACIONS ESPORTIVES,1000,0,1000,120
31400,ACTIVITATS CULTURALS,4000,0,4000,108
31500,ACTIVITATS JUVENILS,40000,0,40000,220
31600,ACTIVITATS PROMOCIÓ ECONÒMICA,2000,0,2000,0
31903,RECOLLIDA ANIMALS DOMÈSTICS,1500,0,1500,100
32100,LLICÈNCIES URBANÍSTIQUES,175000,0,175000,43235.13
32200,CEDULES D'HABILITAT I LLICÈNCIES DE PRIMERA OCUPACIÓ,5000,0,5000,6960.83
