#Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
01,336,22606,PATRIMONI,7000.0,0.0,7000.0,6981.7
01,912,48306,APORTACIÓ AL GRUP POLÌTIC ESQUERRA REPUBLICANA-AM,5141.0,0.0,5141.0,5140.8
01,912,10000,RETRIBUCIONS BÀSIQUES I ALTRES RENDIMENTS,157417.0,-39628.67,117788.33,112740.88
01,912,48308,APORTACIÓ AL GRUP POLÍTIC POLINYÀ EN COMÚ PODEM,4407.0,0.0,4407.0,4406.4
01,912,23000,DIETES MEMBRES ORGANS DE GOVERN,300.0,0.0,300.0,0.0
01,912,48307,PORTACIÓ AL GRUP POLÍTIC PDeCAT,4407.0,0.0,4407.0,4406.4
01,912,22199,ALTRES SUBMINISTRAMENTS,0.0,0.0,0.0,9.95
01,912,48301,APORTACIO AL GRUP POLÍTIC PSC-CP,10282.0,0.0,10282.0,10281.6
01,912,23100,LOCOMOCIÓ MENBRES ÒRGANS DE GOVERN,500.0,0.0,500.0,0.0
01,912,22103,COMBUSTIBLE VEHICLE PRESIDÈNCIA,1000.0,0.0,1000.0,0.0
01,912,22601,DESPESES DIVERSES,6000.0,11740.0,17740.0,14571.14
01,912,23300,ALTRES INDEMNITZACIONS,15300.0,0.0,15300.0,15321.6
01,912,16000,SEGURETAT SOCIAL ÒRGANS DE GOVERN,51240.0,-6000.0,45240.0,36594.02
01,920,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,23966.0,0.0,23966.0,24318.56
01,920,12100,COMPLEMENT DE DESTINACIÓ,42620.0,0.0,42620.0,43247.51
01,920,12003,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C1,22081.0,0.0,22081.0,22405.36
01,920,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,18716.0,0.0,18716.0,18992.38
01,920,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,17031.0,0.0,17031.0,17281.6
01,920,12101,COMPLEMENT ESPECÍFIC,140878.0,0.0,140878.0,143026.88
01,920,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,39632.0,0.0,39632.0,40214.44
01,920,12006,TRIENNIS,14249.0,0.0,14249.0,14317.0
