#Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
11200,IMPOST SOBRE BENS DE NATURALESA RÚSTEGA,14000.0,0.0,14000.0,13201.2
11301,IMPOST SOBRE BENS DE NATURALESA URBANA,3800000.0,0.0,3800000.0,3715473.16
11500,IMPOST SOBRE VEHICLES DE TRACCIÓ MECÀNICA,630000.0,0.0,630000.0,605252.23
11600,IMPOST SOBRE INCREMENT DE VALORS TERRENYS NATURALESA URBANA,800000.0,0.0,800000.0,42380.01
13000,IMPOST SOBRE ACTIVITATS EMPRESARIALS,2200000.0,0.0,2200000.0,1916642.92
29000,"IMPOST SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OBRES",800000.0,0.0,800000.0,376053.34
30200,RECOLLIDA ESCOMBRARIES,305000.0,0.0,305000.0,369831.71
30201,SERVEI RECOLLIDA ESCOMBRARIES INDUSTRIALS,60000.0,0.0,60000.0,0.0
30500,CEMENTIRI MUNICIPAL,15000.0,0.0,15000.0,13649.5
31100,ACTIVITATS GENT GRAN,1000.0,0.0,1000.0,2238.0
31201,PLA DE FORMACIÓ,2000.0,0.0,2000.0,-4.0
31301,ACTIVITATS ESPORTIVES,2000.0,0.0,2000.0,1950.0
31306,INSTAL·LACIONS ESPORTIVES,1000.0,0.0,1000.0,0.0
31307,PISCINA ESTIU,46000.0,0.0,46000.0,0.6
31400,ACTIVITATS CULTURALS,1000.0,0.0,1000.0,315.0
31500,ACTIVITATS JUVENILS,41000.0,0.0,41000.0,52343.0
31903,RECOLLIDA ANIMALS DOMÈSTICS,1000.0,0.0,1000.0,150.0
32100,LLICÈNCIES URBANÍSTIQUES,250000.0,0.0,250000.0,127189.7
32200,LLICÈNCIES DE PRIMERA OCUPACIÓ,10000.0,0.0,10000.0,15177.33
32500,SERVEIS ADMINISTRATIUS,10000.0,0.0,10000.0,7528.23
32600,TAXA PER RETIRADA DE VEHICLES,10000.0,0.0,10000.0,4570.0
32700,LLICÈNCIES AUTOTAXIS,1000.0,0.0,1000.0,0.0
32800,LLICÈNCIES ACTIVITATS,100000.0,0.0,100000.0,80314.05
32901,TAXA LLICENCIA GOSSOS POTENCIALMENT PERILLOSOS,1000.0,0.0,1000.0,660.5
33100,DISTINTIUS I PLAQUES I ENTRADA VEHICLES,95000.0,0.0,95000.0,95583.44
