#Data,Import,Orgànica,Àrea CA,Funcional,Econòmica,Nom terc.,Text lliure,Document
2022-02-02,789.32,03,Seguretat ciutadana,,,"ALD AUTOMOTIVE, S.A.U",ARRENDAMENT FINANCER VEHICLE POLICIA LOCAL SEAT ATECA DESEMBRE 2021,183 211231183002190
2022-02-02,14.85,08,Cultura,,,"ALMACENES GENERALES DEL VALLES, SA",EMMAGATZEMATGE DESEMBRE 2021,24
2022-02-02,268.29,08,Cultura,,,"ALMACENES GENERALES DEL VALLES, SA",EMMAGATZEMATGE DESEMBRE 2021,24
2022-02-02,283.14,08,Cultura,,,"ALMACENES GENERALES DEL VALLES, SA",EMMAGATZEMATGE NOVEMBRE 2021,23
2022-02-02,3206.5,08,Cultura,,,"ARTISTIC EVENTS, SL",LLOGUER CARPA FÀBRICA DE JOGUINES,5 0002
2022-02-02,66.55,18,Serveis de manteniment d'edificis i inversions,,,"BARROSO FERNANDEZ, BALDOMERO",REPARACIÓ PERSIANA PERE CALDERS,22002
2022-02-02,66.55,18,Serveis de manteniment d'edificis i inversions,,,"BARROSO FERNANDEZ, BALDOMERO",REPARACIÓ PERSIANA PERE CALDERS,22001
2022-02-02,302.5,18,Serveis de manteniment d'edificis i inversions,,,"CABALLE SALAS, ESTEVE",MANTENIMENT JARDINERIA DESEMBRE 2021,5224
2022-02-02,101.88,08,Cultura,,,"CALSI, S.L.",MATERIAL ELÈCTRIC MUNTATGE ESTEL PER LA CAVALCADA DE REIS,204000106
2022-02-02,127.97,21,Gent gran,,,"CAMPIO ASSOCIATS, SL",PLAQUES ALUMINI XI ZAMBOMBÀ NADAL GENT GRAN,Rect-1- 211059
2022-02-02,302.5,09,"Comunicació, participació ciutadana i qualitat democràtica",,,"CANO DE ARRIBAS, JOSEP",FOTOGRAFIES TALLER ESPAI JOVE,47/2021
2022-02-02,302.5,09,"Comunicació, participació ciutadana i qualitat democràtica",,,"CANO DE ARRIBAS, JOSEP",FOTOGRAFIES BALLOON CUP 30/12/2021,48/2021
2022-02-02,5734.76,02,Serveis generals,,,"CARLOS CASTILLA INGENIEROS, S.A.",RENOVACIÓ CONTRACTE SUPORT PROGRAMA EPSILON RRHH,N 000028
2022-02-02,24.44,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EDIFICIS MUNICIPALS DESEMBRE 2021,Emit- 182120704
2022-02-02,70.79,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EDIFICIS MUNICIPALS DESEMBRE 2021,Emit- 182120704
2022-02-02,133.79,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EDIFICIS MUNICIPALS DESEMBRE 2021,Emit- 182120704
2022-02-02,242.9,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EDIFICIS MUNICIPALS DESEMBRE 2021,Emit- 182120704
2022-02-02,1.94,18,Serveis de manteniment d'edificis i inversions,,,"CECOPI DROGUERIA INDUSTRIAL, S.L.U.",MATERIAL MANTENIMENT EBM BADABADOC,205849
2022-02-02,53.18,03,Seguretat ciutadana,,,"CECOPI DROGUERIA INDUSTRIAL, S.L.U.",MATERIAL POLICIA LOCAL,205851
2022-02-02,75.61,18,Serveis de manteniment d'edificis i inversions,,,"CECOPI DROGUERIA INDUSTRIAL, S.L.U.",MATERIALS BRIGADA MANTENIMENT PISTA PETANCA,205852
2022-02-02,91.48,11,Educació,,,"CECOPI DROGUERIA INDUSTRIAL, S.L.U.",MATERIAL MANTENIMENT CONSERGE,205848
2022-02-02,204.19,18,Serveis de manteniment d'edificis i inversions,,,"CECOPI DROGUERIA INDUSTRIAL, S.L.U.",MATERIAL MAGAZEM BRIGADES,205850
2022-02-02,762.3,08,Cultura,,,"COLOMER MAS, MONTSERRAT",PROTOCOL EMERGÈNCIA NADAL 2022,1_2022
2022-02-02,206.51,18,Serveis de manteniment d'edificis i inversions,,,"CONFECCIONES INDUSTRIALES VALLS, SA",VESTUARI CONSERGES,Emit- 2179
2022-02-02,313.09,20,Promoció econòmica,,,"CONGOST - VIGILANCIA Y SEGURIDAD, SL",SERVEI DE VIGILANCIA I ALARMA AMB MANTENIMENT CAN GAVARRA DE SETEMBRE A DESEMBRE 2021,VV/VV01 315192
2022-02-02,5647.01,16,Serveis socials,,,CONSELL COMARCAL DEL VALLES OCCIDENTAL,SAD NOVEMBRE 2021,106/2021
2022-02-02,1500,13,Esports,,,CONSELL ESPORTIU DEL VALLÈS OCCIDENTAL SABADELL,TITULACIÓ INSCRIPCIONS CURS D'INICIACIÓ A TÈCNIC DE JOC I ESPORT,LL2122 342
2022-02-02,120,02,Serveis generals,,,"COSITAL ( SECRETARIOS, INTERVENTORES Y TESOREROS ADM.LOCAL CONSEJO GRAL.",COSITALNETWORK DE GENER 2022 A DESEMBRE 2022,IN20220372
2022-02-02,810,14,Dona i igualtat,,,"CÚRCUMA SCCL: Acció, Diversitati Transformació amb perspectiva de gènere",PUNT LILA DIÜRN FIRA DE NADAL,2021 125
2022-02-02,2848.2,02,Serveis generals,,,DAS DEFENSA DEL AUTOMOBILISTA Y SINIESTROS INTERNACIONAL SA DE SEGUROS Y REASEGUROS,ASSEGURANÇA D'ASSISTÈNCIA JURÍDICA - LOT 5,540
2022-02-02,274.38,18,Serveis de manteniment d'edificis i inversions,,,"DISA PENINSULA, S.L.U.",CARBURANT VEHICLES BRIGADA MUNICIPAL,EUROSHELL 840406597
2022-02-02,335.82,03,Seguretat ciutadana,,,"DISA PENINSULA, S.L.U.",CARBURANT VEHICLES POLICIALS,EUROSHELL 840406575
2022-02-02,20.3,08,Cultura,,,DISFRESSES BARQUET SCP,DISFRESSES CAVALCADA NADAL 2022,1
2022-02-02,40.9,08,Cultura,,,DISFRESSES BARQUET SCP,COMPRA MATERIALS CAVALCADA REIS 2022,2
2022-02-02,232.32,08,Cultura,,,DISFRESSES BARQUET SCP,LLOGUER DISFRESSES CAVALCADA 2022,20221011
2022-02-02,1669.8,08,Cultura,,,DISFRESSES BARQUET SCP,LLOGUER DISFRESSES CAVALVADA 2022,20221010
2022-02-02,4.87,11,Educació,,,"EDEN SPRINGS ESPAÑA, SAU",SUMINISTRAMENT AIGUA -DESEMBRE 2021-,75 75/04354662
2022-02-02,46.93,12,Àrea d'atenció a les persones,,,"EDEN SPRINGS ESPAÑA, SAU",SUMINISTRAMENT AIGUA -DESEMBRE 2021-,75 75/04354662
2022-02-02,55.19,11,Educació,,,"EDEN SPRINGS ESPAÑA, SAU",SUMINISTRAMENT AIGUA -DESEMBRE 2021-,75 75/04354662
2022-02-02,60.06,20,Promoció econòmica,,,"EDEN SPRINGS ESPAÑA, SAU",SUMINISTRAMENT AIGUA -DESEMBRE 2021-,75 75/04354662
2022-02-02,120.11,02,Serveis generals,,,"EDEN SPRINGS ESPAÑA, SAU",SUMINISTRAMENT AIGUA -DESEMBRE 2021-,75 75/04354662
2022-02-02,578.99,18,Serveis de manteniment d'edificis i inversions,,,"EL CEDRE JARDINERIA, SL",MANTENIMENT ZONES VERDES AVINGUDA SENTMENAT DESEMBRE 2021,21 210995
2022-02-02,930,18,Serveis de manteniment d'edificis i inversions,,,"ELECTRICITAT I MANTENIMENTS POLINYA, SL",SUBSTITUCIÓ AIRE CONDICIONAT VIVER CAN GAVARRA,AD55/2022 4
2022-02-02,16.96,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 30/11/2021 AL 31/12/2021,082020695214 0836 PNR201N0009453
2022-02-02,22.32,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL. PUBLIC DEL 30/11/2021 AL 31/12/2021,082020757221 0861 PNR201N0009461
2022-02-02,26.5,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DE 30/11/2021 AL 31/12/2021,082020804366 0855 PNR201N0009466
2022-02-02,29.89,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 30/11/2021 AL 31/12/2021,082020761745 0836 PNR201N0009464
2022-02-02,42.61,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 30/11/2021 AL 31/12/2021,082020698411 0844 PNR201N0009455
2022-02-02,65.92,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 05/09/2021 AL 04/11/2021,999435544633 0660 PPR201N0003608
2022-02-02,70.2,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL. PUBLIC DE 20/10/2021 AL 21/12/2021,082036978832 0070 PMR101N0468106
2022-02-02,77.85,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL. PUBLIC DEL 30/11/2021 AL 31/12/2021,082020697625 0855 PNR201N0009454
2022-02-02,85.98,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 30/11/2021 AL 31/12/2021,082020760946 0855 PNR201N0009463
2022-02-02,90.32,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 31/10/2021 AL 31/12/2021,082020693111 0650 PNR201N0009452
2022-02-02,94.58,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL. PUBLIC DEL 30/11/2021 AL 31/12/2021,082020703834 0859 PNR201N0009456
2022-02-02,100.83,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 30/11/2021 AL 31/12/2021,082020748451 0855 PNR201N0009458
2022-02-02,104.49,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 30/11/2021 AL 31/12/2021,082020755864 0840 PNR201N0009459
2022-02-02,113.2,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 30/11/2021 AL 31/12/2021,999435540421 1227 PPR201N0003942
2022-02-02,117.37,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC BIBLIOTECA DEL 30/11/2021 AL 31/12/2021,999435449305 1284 PPR201N0002644
2022-02-02,119.76,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 30/11/2021 AL 31/12/2021,082020769480 0861 PNR201N0009465
2022-02-02,122.71,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 30/11/2021 AL 31/12/2021,999435542051 1231 PPR201N0003941
2022-02-02,169.15,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC NAU BRIGADA DEL 30/11/2021 AL 31/12/2021,082020843642 1020 PNR201N0008305
2022-02-02,187.35,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 31/10/2021 AL 31/12/2021,082020810671 0671 PNR201N0009467
2022-02-02,192.85,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 30/112021 AL 31/12/2021,999435538241 1227 PPR201N0003938
2022-02-02,200.07,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC CASAL DE JOVES DEL 30/11/2021 AL 31/12/2021,999435441521 1246 PPR201N0002642
2022-02-02,221.05,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 30/10/2021 AL 31/12/2021,999435543190 0656 PPR201N0004820
2022-02-02,229.96,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 30/11/2021 AL 31/12/2021,999435539298 1284 PPR201N0003939
2022-02-02,237.11,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 30/11/2021 AL 31/12/2021,999435541267 1288 PPR201N0003940
2022-02-02,242.53,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 30/11/2021 AL 31/12/2021,999435534572 1227 PPR201N0002650
2022-02-02,242.98,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 01/11/2021 AL 31/12/2021,082020759966 0568 PNR201N0010751
2022-02-02,252.46,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL. PUBLIC DEL 30/11/2021 AL 30/12/2021,082021441822 0836 PNR201N0009482
2022-02-02,265.4,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 30/11/2021 AL 31/12/2021,999435532881 1377 PPR201N0002647
2022-02-02,276.68,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC CENTRE CIVIC DEL 30/11/2021 AL 31/12/2021,082000255883 1524 PPR201N0003405
2022-02-02,336.55,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC EBM BADABADOC DEL 30/11/2021 AL 31/12/2021,999435537442 1250 PPR201N0002648
2022-02-02,337.71,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUME ELECTRIC ENLL.PUBLIC DEL 30/11/2021 AL 31/12/2021,999435444609 1358 PPR201N0002641
2022-02-02,356.36,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC EBM LA GINESTA DEL 30/11/2021 AL 31/12/2021,999435448618 1271 PPR201N0002645
2022-02-02,362.7,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC CAMP DE FUTBOL DEL 30/11/2021 AL 31/12/2021,999435532313 1265 PPR201N0002649
2022-02-02,459.23,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC CAMP DE FUTBOL DEL 30/11/2021 AL 31/12/2021,999436206368 1358 PPR201N0002561
2022-02-02,497.94,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 30/11/2021 AL 31/12/2021,082036454747 0310 PNR201N0008498
2022-02-02,787.55,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ESCOLA ROSER CAPDEVILA DEL 30/11/2021 AL 31/12/2021,999435443793 1284 PPR201N0002640
2022-02-02,788.85,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ESCOLA PERE CALDERS DEL 30/11/2021 AL 31/12/2021,082001588339 1215 PPR201N0000955
2022-02-02,862.63,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC CAN GAVARRA DEL 31/10/21 AL 30/11/21,082020837571 1012 PNR101N0343095
2022-02-02,907.28,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL. PUBLIC DEL 30/11/2021 AL 31/12/2021,082020837571 1031 PNR201N0008304
2022-02-02,983.62,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC EDIFICI AJUNTAMENT DEL 30/11/2021 AL 31/12/2021,999435446834 1246 PPR201N0002643
2022-02-02,1014.55,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 31/07/2021 AL 31/08/2021,082020837571 1027 P8Z101Y0018420
2022-02-02,1037.68,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ESCOLA POLINYA DEL 30/11/2021 AL 31/12/2021,082020844971 1031 PNR201N0008306
2022-02-02,1246.86,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM GAS CAMP DE FUTBOL DEL 05/11/2021 AL 07/12/2021,086161878899 0806 PMR101N0451713
2022-02-02,1305.2,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM GAS EBM LA GINESTA DE 05/11/2021 A 07/12/2021,086161878033 0801 PMR101N0451712
2022-02-02,1595.98,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL  31/10/2021 AL 30/11/2021,999435447764 1269 PPR101N0147717
2022-02-02,1775.99,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC EL ROURE DEL 30/11/2021 AL 31/12/2021,999435447764 1273 PPR201N0000897
2022-02-02,5563.86,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM GAS ESCOLA PERE CALDERS DEL 05/11/2021 AL 07/12/2021,086161878675 0878 PMR101N0456314
2022-02-02,7073.44,06,Serveis municipals i via pública,,,"ETRA BONAL, S.A.",MANTENIMENT ENLLUMENAT PÚBLIC DESEMBRE 2021,21-01699
2022-02-02,326.7,18,Serveis de manteniment d'edificis i inversions,,,"EXCATRANS MARTINEZ, SL",RETIRADA BARRERES FORMIGÓ TERRASSES DEL C/ ONZE DE SETEMBRE A CAN ROVIRA,1094
2022-02-02,1452,18,Serveis de manteniment d'edificis i inversions,,,"EXCATRANS MARTINEZ, SL",ARRANJAMENT PATI ESCOLA POLINYÀ,1106
2022-02-02,1684.47,20,Promoció econòmica,,,FENIX TRANSPORT,SERVEI DE DISTRIBUCIÓ MARKET PLACE RIERA DE CALDES,184257
2022-02-02,308.55,20,Promoció econòmica,,,"FERNANDEZ LOPEZ, MANUELA  - IMAFER FOTOGRAFÍA",FOTOGRAFIES GUANYADORS CONCURS APARADORS,2022-01
2022-02-02,44.73,10,Joventut,,,"GIROCOPI, SL - SISTEMES D'ORGANITZACIÓ, SA",LLOGUER FOTOCOPIADORA I COPIES CASAL DE JOVES -GENER 2022-,S 2022/S/27
2022-02-02,121,18,Serveis de manteniment d'edificis i inversions,,,"HAPPYLUDIC PLAYGROUND AND URBAN EQUIPMENT, S.L.",SUBMINISTRAMENT DE BOSSES,20220037
2022-02-02,661.39,15,Salut i consum ,,,"HELP-GUAU, SL",RECOLLIDA I ESTADA ANIMALS DESEMBRE 2021,A 21412
2022-02-02,5273.18,02,Serveis generals,,,"HIBERUS SISTEMAS INFORMATICOS, S.L.",RENOVACIÓ LLICENCIES OFFICE 365,4- 135425
2022-02-02,10546.36,02,Serveis generals,,,"HIBERUS SISTEMAS INFORMATICOS, S.L.",RENOVACIÓ LLICENCIES OFFICE 365,4- 135425
2022-02-02,1040,09,"Comunicació, participació ciutadana i qualitat democràtica",,,"IMPREMTA PAGES, SL",BUTLLETI Nº192 DESEMBRE,420051
2022-02-02,1449.58,08,Cultura,,,"INICIATIVES ARTISTIQUES I CULTURALS BAMBALINA, S.L.",ACTIVITAT BOLA DE NEU FÀBRICA DE JOGUINES,93
2022-02-02,1610.44,18,Serveis de manteniment d'edificis i inversions,,,"JOMAG, SL",LLOGUER NAU BRIGADA MUNICIPAL GENER 2022,0001-2022
2022-02-02,594.93,18,Serveis de manteniment d'edificis i inversions,,,"JORDI GIRIBETS MONTAL, SLU",MATERIAL MANTENIMENT EL ROURE,POLINYÁ 2022/18
2022-02-02,165.5,18,Serveis de manteniment d'edificis i inversions,,,"JORDI L'ESPIGOL JARDINER, S.L.",MANTENIMENT ZONES VERDES CAN GVARRA DESEMBRE 2021,284-DB
2022-02-02,314.6,09,"Comunicació, participació ciutadana i qualitat democràtica",,,"JUBIERRE BUSQUETS, FRANCESC XAVIER",FOTOGRAFIES DE LA CAVALCADA DE REIS,2022001
2022-02-02,1210,20,Promoció econòmica,,,"LINARES SÁNCHEZ, JOSÉ LUIS",ACTORS ANIMACIÓ FIRA DE NADAL,A22/02
2022-02-02,2299,20,Promoció econòmica,,,"LINARES SÁNCHEZ, JOSÉ LUIS",PARADES I ACTORS FIRA DE NADAL,A22/01
2022-02-02,445.28,02,Serveis generals,,,"LISBONA MILLAN, CARMEN",LLOGUER LOCAL JUTJAT DE PAU -FEBRER 2022-,15
2022-02-02,994.97,02,Serveis generals,,,LOCALRET,QUOTA 2022,Q2022/240
2022-02-02,2640,08,Cultura,,,MANUEL GABRIEL BERNAD,ESPECTACLE CAVALCADA NADAL 2022,Aa 910
2022-02-02,550,16,Serveis socials,,,"MARSAL SOLER ANGEL I CIA, CB",LLOGUER PIS SOCIAL C/ CADÍ- FEBRER 2022,2 356
2022-02-02,650,16,Serveis socials,,,"MARTIN LLAMAS, MARIA JESUS",LLOGUER PIS SOCIAL C/ROMANI -FEBRER 2022-,45
2022-02-02,936,09,"Comunicació, participació ciutadana i qualitat democràtica",,,"MIRADA LOCAL, SL",SUPORT A LA REDACCIÓ I MAQUETACIÓ DE LA REVISTA MUNICIPAL -DESEMBRE 2021,1768
2022-02-02,586.85,03,Seguretat ciutadana,,,"MUELAS NAVARRETE, RAFAEL",SERVEI GRÚA DESEMBRE 2021,1 210125
2022-02-02,649.8,17,Ocupació,,,"NASCOR FORMACION , SLU",FORMACIÓ AL ROURE - MANIPULACIÓ I AL·LÈRGENS ALIMENTARIS,2103000870
2022-02-02,243.65,02,Serveis generals,,,"NUPIK INTERNACIONAL, S.L.",SUBMINISTRAMENT GOTS D'AIGUA,Emit- 9012128950
2022-02-02,20249.99,10,Joventut,,,"OKTITANS, S.L",PARC DE NADAL 2022,Emit- 210145
2022-02-02,319.44,09,"Comunicació, participació ciutadana i qualitat democràtica",,,"ORTEGA ROBLES, FRANCESC  XAVIER",REPARTIMENT BULLETÍ Nº192 DESEMBRE 2021,2020000304
2022-02-02,4235,20,Promoció econòmica,,,"OSIAS PARDO, SERGI",CONSULTORIA DIAGNOSIS ENERGÈTIQUES A EMPRESES DELS POLÍGONS DE RIERA DE CALDES,996
2022-02-02,24549.18,06,Serveis municipals i via pública,,,"PROCEDIMIENTO DE ASEO URBANO PAU, S.A.",MANTENIMENT JARDINERIA (EX.C.ROVIRA I AV.SENT) DESEMBRE 2021,P 2021/P/25
2022-02-02,357.5,06,Serveis municipals i via pública,,,PUNT VERD SERVEIS S.A.T. CAT,PODA BIODEGRADABLES,1 021298
2022-02-02,35,01,Presidència-Òrgans de govern,,,"RUÍZ CARMONA, NADIA (EL JARDINET DE LES FADES)",RAM FLORS REGAL,002
2022-02-02,150,01,Presidència-Òrgans de govern,,,"RUÍZ CARMONA, NADIA (EL JARDINET DE LES FADES)",RAM FLORS,003
2022-02-02,125.91,18,Serveis de manteniment d'edificis i inversions,,,"SALTOKI BARBERÀ, SL",MATERIALS BRIGADA MANTENIMENT PISTA PETANCA,2233
2022-02-02,169.8,18,Serveis de manteniment d'edificis i inversions,,,"SALTOKI BARBERÀ, SL",INSTAL·LACIÓ ELECTRICA FABRICA DE JOGUINES,591
2022-02-02,196.35,18,Serveis de manteniment d'edificis i inversions,,,"SALTOKI BARBERÀ, SL",MATERIAL ELECTRIC PER LA INSTAL·LACIÓ DE LA FABRICA DE JOGUINES,590
