#Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
01,336,22606,PATRIMONI,7000.0,0.0,7000.0,0.0
01,912,48306,APORTACIÓ AL GRUP POLÌTIC ESQUERRA REPUBLICANA-AM,5141.0,0.0,5141.0,3855.6
01,912,10000,RETRIBUCIONS BÀSIQUES I ALTRES RENDIMENTS,157417.0,-15888.67,141528.33,79362.6
01,912,48308,APORTACIÓ AL GRUP POLÍTIC POLINYÀ EN COMÚ PODEM,4407.0,0.0,4407.0,3304.8
01,912,23000,DIETES MEMBRES ORGANS DE GOVERN,300.0,0.0,300.0,0.0
01,912,48307,PORTACIÓ AL GRUP POLÍTIC PDeCAT,4407.0,0.0,4407.0,3304.8
01,912,22199,ALTRES SUBMINISTRAMENTS,0.0,0.0,0.0,9.95
01,912,48301,APORTACIO AL GRUP POLÍTIC PSC-CP,10282.0,0.0,10282.0,7711.2
01,912,23100,LOCOMOCIÓ MENBRES ÒRGANS DE GOVERN,500.0,0.0,500.0,0.0
01,912,22103,COMBUSTIBLE VEHICLE PRESIDÈNCIA,1000.0,0.0,1000.0,0.0
01,912,22601,DESPESES DIVERSES,6000.0,3000.0,9000.0,8752.2
01,912,23300,ALTRES INDEMNITZACIONS,15300.0,0.0,15300.0,9650.4
01,912,16000,SEGURETAT SOCIAL ÒRGANS DE GOVERN,51240.0,0.0,51240.0,27065.28
01,920,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,23966.0,0.0,23966.0,17118.7
01,920,12100,COMPLEMENT DE DESTINACIÓ,42620.0,0.0,42620.0,30443.59
01,920,12003,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C1,22081.0,0.0,22081.0,15865.54
01,920,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,18716.0,0.0,18716.0,13374.75
01,920,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,17031.0,0.0,17031.0,12312.04
01,920,12101,COMPLEMENT ESPECÍFIC,140878.0,0.0,140878.0,100628.94
01,920,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,39632.0,0.0,39632.0,28441.73
01,920,12006,TRIENNIS,14249.0,0.0,14249.0,10090.14
01,920,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,16393.0,0.0,16393.0,11912.49
