#Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
01,336,22606,PATRIMONI,6000.0,0.0,6000.0,0.0
01,912,23100,LOCOMOCIÓ MENBRES ÒRGANS DE GOVERN,500.0,0.0,500.0,0.0
01,912,48306,APORTACIÓ AL GRUP POLÌTIC ESQUERRA REPUBLICANA-AM,4500.0,0.0,4500.0,3375.0
01,912,22601,DESPESES DIVERSES,5000.0,0.0,5000.0,2634.02
01,912,48301,APORTACIO AL GRUP POLÍTIC PSC-CP,9960.0,0.0,9960.0,7470.0
01,912,48308,APORTACIÓ AL GRUP POLÍTIC EN COMÚ PODEM,4500.0,0.0,4500.0,3375.0
01,912,23300,ALTRES INDEMNITZACIONS,23400.0,0.0,23400.0,16300.0
01,912,22103,SUBMINISTRAMENT COMBUSTIBLE,0.0,0.0,0.0,73.59
01,912,10000,RETRIBUCIONS PERSONAL ELECTE,105053.0,0.0,105053.0,69250.0
01,912,21400,MANTENIMENT VEHICLE PRESIDÈNCIA,500.0,0.0,500.0,0.0
01,912,48303,APORTACIÓ AL GRUP POLÍTIC VOX,4500.0,0.0,4500.0,3375.0
01,912,16000,SEGURETAT SOCIAL PERSONAL ELECTE,31516.0,0.0,31516.0,23983.01
01,912,48302,APORTACIÓ AL GRUP POLÍTIC JUNTS-CM,5280.0,0.0,5280.0,3960.0
01,912,23000,DIETES MEMBRES ORGANS DE GOVERN,300.0,0.0,300.0,0.0
01,920,13103,PRODUCTIVITAT PERSONAL LABORAL TEMPORAL,50.0,0.0,50.0,0.0
01,920,13001,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX,0.0,0.0,0.0,1694.18
01,920,13003,PRODUCTIVITAT PERSONAL LABORAL FIX,1200.0,0.0,1200.0,0.0
01,920,13100,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL TEMPORAL,1319.0,0.0,1319.0,0.0
01,920,15100,GRATIFICACIONS FUNCIONARIS,2000.0,0.0,2000.0,858.72
01,920,12003,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C1,12122.0,0.0,12122.0,8597.27
01,920,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,36827.0,0.0,36827.0,25229.28
01,920,12100,COMPLEMENT DE DESTINACIÓ  FUNCIONARIS,38476.0,0.0,38476.0,27128.16
01,920,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,20550.0,0.0,20550.0,14494.83
