#Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
11200,IMPOST SOBRE BENS DE NATURALESA RÚSTEGA,13300.0,0.0,13300.0,0.0
11301,IMPOST SOBRE BENS DE NATURALESA URBANA,3780000.0,0.0,3780000.0,-6058.99
11500,IMPOST SOBRE VEHICLES DE TRACCIÓ MECÀNICA,650000.0,0.0,650000.0,631848.46
11600,IMPOST SOBRE INCREMENT DE VALORS TERRENYS NATURALESA URBANA,758000.0,0.0,758000.0,386492.73
13000,IMPOST SOBRE ACTIVITATS EMPRESARIALS,1680000.0,0.0,1680000.0,28492.22
29000,"IMPOST SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OBRES",780000.0,0.0,780000.0,222722.04
30000,ABASTAMENT D'AIGUA,0.0,0.0,0.0,0.0
30200,RECOLLIDA ESCOMBRARIES,300000.0,0.0,300000.0,2052.0
30201,SERVEI RECOLLIDA ESCOMBRARIES INDUSTRIALS,68000.0,0.0,68000.0,-469.08
30500,CEMENTIRI MUNICIPAL,12000.0,0.0,12000.0,105.45
31100,ACTIVITATS GENT GRAN,4000.0,0.0,4000.0,913.0
31200,ACTIVITATS ENSENYAMENT,0.0,0.0,0.0,0.0
31201,PLA DE FORMACIÓ,3000.0,0.0,3000.0,169.0
31301,ACTIVITATS ESPORTIVES,1500.0,0.0,1500.0,1650.0
31306,INSTAL·LACIONS ESPORTIVES,0.0,0.0,0.0,0.0
31400,ACTIVITATS CULTURALS,2000.0,0.0,2000.0,144.0
31500,ACTIVITATS JUVENILS,41000.0,0.0,41000.0,0.0
31600,ACTIVITATS PROMOCIÓ ECONÒMICA,0.0,0.0,0.0,0.0
31903,RECOLLIDA ANIMALS DOMÈSTICS,1000.0,0.0,1000.0,210.5
32100,LLICÈNCIES URBANÍSTIQUES,350000.0,0.0,350000.0,71980.66
32200,LLICÈNCIES DE PRIMERA OCUPACIÓ,20000.0,0.0,20000.0,0.0
32500,SERVEIS ADMINISTRATIUS,10000.0,0.0,10000.0,3170.65
32600,TAXA PER RETIRADA DE VEHICLES,10000.0,0.0,10000.0,3315.0
32700,LLICÈNCIES AUTOTAXIS,1000.0,0.0,1000.0,635.8
32800,LLICÈNCIES ACTIVITATS,100000.0,0.0,100000.0,13728.4
32901,TAXA LLICENCIA GOSSOS POTENCIALMENT PERILLOSOS,1000.0,0.0,1000.0,160.0
33100,DISTINTIUS I PLAQUES I ENTRADA VEHICLES,100000.0,0.0,100000.0,225.9
33200,APROFITAMENT ESPECIAL EMP. EXPLOTADORES SUBMINISTRAMENTS,300000.0,0.0,300000.0,66918.86
33300,APROFITAMENT ESPECIAL EMP. EXPLOTADORES S.TELECOMUNICACIONS,3000.0,0.0,3000.0,9051.42
33500,TAXA UTILITZACIÓ DOMINI PÚBLIC,47000.0,0.0,47000.0,14498.17
33800,"APROFITAMENT VOL, SOL I SUBSÒL, CONVENI TELEFÒNICA",40000.0,0.0,40000.0,0.0
33901,TAXA UTILITZACIÓ LOCALS I INSTAL.LACIONS MUNICIPALS,1000.0,0.0,1000.0,0.0
34201,ESCOLA BRESSOL,180000.0,0.0,180000.0,41568.86
34900,PREU PÚBLIC PER INSERCIÓ PUBLICITAT,0.0,0.0,0.0,0.0
34901,PREU PUBLIC PRESTACIÓ SERVEIS CAN GAVARRA,70000.0,0.0,70000.0,14392.0
34902,PREU PÚB. PRESTACIÓ SERV.INSTAL.LAC. I ACTIVITATS ESPORTIVES,40000.0,0.0,40000.0,0.0
38900,Altres reintegraments d'operacions corrents,0.0,0.0,0.0,545.41
39100,SANCIONS TRIBUTARIES,0.0,0.0,0.0,8472.03
39120,MULTES TRANSIT,120000.0,0.0,120000.0,32859.5
39130,MULTES COERCITIVES AREA TERRITORI,0.0,0.0,0.0,450.6
39190,ALTRES MULTES I SANCIONS,35000.0,0.0,35000.0,7004.0
39200,RECÀRREC D'EXTEMPORANEÏTAT,5000.0,0.0,5000.0,1945.96
39300,INTERESSOS DEUTES TRIBUTÀRIES I ALTRES,20000.0,0.0,20000.0,13931.6
39710,Altres ingressos per aprofitaments urbanístics.,0.0,0.0,0.0,0.0
39901,ALTRES INGRESSOS DIVERSOS,30000.0,0.0,30000.0,3423.61
39903,COMPENSACIÓ CÀNON DE DEPOSICIÓ RESIDUS,60000.0,0.0,60000.0,27642.09
39904,GESTIÓ RECOLLIDA RESIDUS DEIXALLERIA,20000.0,0.0,20000.0,2514.11
39906,RECLAMACIÓ DANYS,0.0,0.0,0.0,332.75
39907,INGRESSOS PER EXECUCIONS SUBSIDIÀRIES,0.0,0.0,0.0,0.0
39910,Ingressos per cessions habitatge social,6000.0,0.0,6000.0,1558.9
42000,PARTICIPACIONS EN ELS TRIBUTS DE L'ESTAT,1631759.0,0.0,1631759.0,409269.88
42090,Altres transf corrents de la Admón General de l'Estat.,0.0,0.0,0.0,0.0
45000,FONS DE COOPERACIÓ,120966.0,0.0,120966.0,0.0
45002,CONVENIS DE MANTENIMENT DE SERVEIS SOCIALS,0.0,0.0,0.0,0.0
45080,DE L'ADMINISTRACIÓ GENERAL DE LA COMUNITAT AUTÒNOMA,90000.0,26302.33,116302.33,28800.0
45100,TRANSFERÈNCIES D'ORGANISMES AUTÒNOMS DE LA COM.AUTÒNOMA,20000.0,0.0,20000.0,0.0
46100,ALTRES TRANSFERÈNCIES,350000.0,79292.87,429292.87,41763.25
46500,ALTRES TRANSFERÈNCIES,200000.0,0.0,200000.0,12287.52
47000,TRANSFERÈNCIES CORRENTS D'EMPRESES,1000.0,0.0,1000.0,450.0
48000,DE FAMILIES I INSTITUCIONS SENSE ANIM DE LUCRE,200.0,0.0,200.0,0.0
52000,INTERESSOS DE CAIXES I BANCS,0.0,0.0,0.0,0.0
54100,ARRENDAMENT FINQUES,939.93,0.0,939.93,939.93
55000,CONCESSIONS ADMINISTRATIVES,58000.0,0.0,58000.0,40510.34
60000,ALIENACIÓ DE TERRENYS,1129336.77,0.0,1129336.77,0.0
61900,ALIENACIÓ D'ALTRES INVERSIONS REALS,8010.0,0.0,8010.0,0.0
75080,Altres transferències de capital de la Admón Gnral de la C.A,0.0,634.18,634.18,0.0
76100,DE DIPUTACIONS,0.0,1109335.39,1109335.39,99816.69
76500,De Comarques.,0.0,0.0,0.0,0.0
79700,SUBVENCIONS DE LA COMUNITAT EUROPEA,0.0,0.0,0.0,0.0
87000,PER A DESPESES GENERALS,0.0,1178590.69,1178590.69,0.0
87010,PER A DESPESES AMB FINANÇAMENT AFECTAT,0.0,1501398.63,1501398.63,0.0
91100,PRÉSTECS A LL/T D'ENS DEL SECTOR PÚBLIC,200000.0,91000.0,291000.0,0.0
91301,PRÉSTEC REBUTS DE FORA DEL SECTOR PÚBLIC,1856765.3,578509.51,2435274.81,0.0
#,,15329777.0,4565063.6,19894840.6,2242435.22
