#Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
11200,IMPOST SOBRE BENS DE NATURALESA RÚSTEGA,13300.0,0.0,13300.0,0.0
11301,IMPOST SOBRE BENS DE NATURALESA URBANA,3780000.0,0.0,3780000.0,3598356.41
11500,IMPOST SOBRE VEHICLES DE TRACCIÓ MECÀNICA,650000.0,0.0,650000.0,631125.64
11600,IMPOST SOBRE INCREMENT DE VALORS TERRENYS NATURALESA URBANA,758000.0,0.0,758000.0,889323.14
13000,IMPOST SOBRE ACTIVITATS EMPRESARIALS,1680000.0,0.0,1680000.0,31417.68
29000,"IMPOST SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OBRES",780000.0,0.0,780000.0,271684.25
30000,ABASTAMENT D'AIGUA,0.0,0.0,0.0,0.0
30200,RECOLLIDA ESCOMBRARIES,300000.0,0.0,300000.0,3285.0
30201,SERVEI RECOLLIDA ESCOMBRARIES INDUSTRIALS,68000.0,0.0,68000.0,1281.59
30500,CEMENTIRI MUNICIPAL,12000.0,0.0,12000.0,105.45
31100,ACTIVITATS GENT GRAN,4000.0,0.0,4000.0,913.0
31200,ACTIVITATS ENSENYAMENT,0.0,0.0,0.0,0.0
31201,PLA DE FORMACIÓ,3000.0,0.0,3000.0,169.0
31301,ACTIVITATS ESPORTIVES,1500.0,0.0,1500.0,1650.0
31306,INSTAL·LACIONS ESPORTIVES,0.0,0.0,0.0,0.0
31400,ACTIVITATS CULTURALS,2000.0,0.0,2000.0,144.0
31500,ACTIVITATS JUVENILS,41000.0,0.0,41000.0,0.0
31600,ACTIVITATS PROMOCIÓ ECONÒMICA,0.0,0.0,0.0,0.0
31903,RECOLLIDA ANIMALS DOMÈSTICS,1000.0,0.0,1000.0,460.5
32100,LLICÈNCIES URBANÍSTIQUES,350000.0,0.0,350000.0,87621.69
32200,LLICÈNCIES DE PRIMERA OCUPACIÓ,20000.0,0.0,20000.0,0.0
32500,SERVEIS ADMINISTRATIUS,10000.0,0.0,10000.0,4799.55
32600,TAXA PER RETIRADA DE VEHICLES,10000.0,0.0,10000.0,4875.0
32700,LLICÈNCIES AUTOTAXIS,1000.0,0.0,1000.0,635.8
32800,LLICÈNCIES ACTIVITATS,100000.0,0.0,100000.0,25914.57
32901,TAXA LLICENCIA GOSSOS POTENCIALMENT PERILLOSOS,1000.0,0.0,1000.0,260.0
33100,DISTINTIUS I PLAQUES I ENTRADA VEHICLES,100000.0,0.0,100000.0,94070.85
33200,APROFITAMENT ESPECIAL EMP. EXPLOTADORES SUBMINISTRAMENTS,300000.0,0.0,300000.0,135336.47
33300,APROFITAMENT ESPECIAL EMP. EXPLOTADORES S.TELECOMUNICACIONS,3000.0,0.0,3000.0,9051.42
33500,TAXA UTILITZACIÓ DOMINI PÚBLIC,47000.0,0.0,47000.0,7227.26
33800,"APROFITAMENT VOL, SOL I SUBSÒL, CONVENI TELEFÒNICA",40000.0,0.0,40000.0,4718.92
33901,TAXA UTILITZACIÓ LOCALS I INSTAL.LACIONS MUNICIPALS,1000.0,0.0,1000.0,0.0
34201,ESCOLA BRESSOL,180000.0,0.0,180000.0,27766.24
34900,PREU PÚBLIC PER INSERCIÓ PUBLICITAT,0.0,0.0,0.0,0.0
34901,PREU PUBLIC PRESTACIÓ SERVEIS CAN GAVARRA,70000.0,0.0,70000.0,14392.0
34902,PREU PÚB. PRESTACIÓ SERV.INSTAL.LAC. I ACTIVITATS ESPORTIVES,40000.0,0.0,40000.0,0.0
38900,Altres reintegraments d'operacions corrents,0.0,0.0,0.0,545.41
39100,SANCIONS TRIBUTARIES,0.0,0.0,0.0,23515.97
39120,MULTES TRANSIT,120000.0,0.0,120000.0,49679.5
39130,MULTES COERCITIVES AREA TERRITORI,0.0,0.0,0.0,450.6
39190,ALTRES MULTES I SANCIONS,35000.0,0.0,35000.0,17211.5
39200,RECÀRREC D'EXTEMPORANEÏTAT,5000.0,0.0,5000.0,5582.16
39300,INTERESSOS DEUTES TRIBUTÀRIES I ALTRES,20000.0,0.0,20000.0,20077.32
39710,Altres ingressos per aprofitaments urbanístics.,0.0,0.0,0.0,0.0
39901,ALTRES INGRESSOS DIVERSOS,30000.0,0.0,30000.0,4188.94
39903,COMPENSACIÓ CÀNON DE DEPOSICIÓ RESIDUS,60000.0,0.0,60000.0,27642.09
39904,GESTIÓ RECOLLIDA RESIDUS DEIXALLERIA,20000.0,0.0,20000.0,4355.59
39906,RECLAMACIÓ DANYS,0.0,0.0,0.0,6277.2
