#Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
01,912,48305,APORTACIÓ AL GRUP POLÍTIC PARTIT POPULAR,2200.0,0.0,2200.0,0.0
01,912,48301,APORTACIO AL GRUP POLÍTIC CANDIDATURA DE PROGRÉS,8500.0,0.0,8500.0,2520.0
01,912,22601,DESPESES DIVERSES,6000.0,5000.0,11000.0,1411.09
01,912,48300,APORTACIO A GRUPS POLITICS,0.0,0.0,0.0,0.0
01,912,48304,APORTACIO AL GP ASOC.GUANYEM/GANEMOS POLINYÀ SI SE PUEDE,2300.0,0.0,2300.0,1080.0
01,912,48307,APORTACIÓ AL GRUP POLÍTIC PARTIT DEMÒCRATA EUPEU CATALÀ,2400.0,0.0,2400.0,0.0
01,912,22200,SERVEIS DE TELECOMUNICACIONS,0.0,0.0,0.0,0.0
01,912,23000,DIETES MEMBRES ORGANS DE GOVERN,300.0,0.0,300.0,0.0
01,912,23100,LOCOMOCIÓ MEMBRES ÒRGANS DE GOVERN,500.0,0.0,500.0,0.0
01,912,22199,Altres subministraments.,0.0,0.0,0.0,388.41
01,912,23300,ALTRES INDEMNITZACIONS,14000.0,6840.0,20840.0,6100.0
01,912,16000,SEGURETAT SOCIAL ÒRGANS DE GOVERN,46786.45,-12940.0,33846.45,7439.3
01,912,48308,APORTACIÓ AL GRUP POLINYÀ EN COMÚ PODEM,2400.0,0.0,2400.0,0.0
01,912,48306,APORTACIÓ AL GRUP POLÌTIC ESQUERRA REPUBLICANA DE CATALUNYA,4700.0,0.0,4700.0,1260.0
01,912,48303,APORTACIÓ AL GP.. I P CATALUNYA PELS  VERDS ESQUERRA ALT.ENT,2200.0,0.0,2200.0,0.0
01,912,48302,APORTACIÓ AL GRUP POLÍTIC  CONVERGÈNCIA I UNIÓ,3100.0,0.0,3100.0,2352.0
01,912,10000,RETRIBUCIONS BÀSIQUES I ALTRES RENDIMENTS,136942.0,-35000.0,101942.0,24754.48
01,920,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,36968.88,0.0,36968.88,10480.11
01,920,16000,SEGURETAT SOCIAL PERSONAL PRESIDENCIA,98331.55,0.0,98331.55,25818.25
01,920,12000,Sous del Grup A1.,15577.66,0.0,15577.66,4276.65
01,920,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,27237.88,0.0,27237.88,7645.54
01,920,12100,COMPLEMENT DE DESTINACIÓ,44507.32,0.0,44507.32,12730.15
01,920,12001,Sous del Grup A2.,13698.06,0.0,13698.06,3812.42
01,920,12101,COMPLEMENT ESPECÍFIC,143918.83,0.0,143918.83,42472.16
01,920,12006,TRIENNIS,14308.38,0.0,14308.38,4153.27
01,920,12003,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C1,23275.05,0.0,23275.05,5931.77
01,920,15000,PRODUCTIVITAT,6000.0,0.0,6000.0,0.0
01,920,15100,GRATIFICACIONS,2000.0,100.0,2100.0,300.54
01,920,14300,ALTRE PERSONAL ATÍPIC,0.0,0.0,0.0,0.0
