#Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
01,912,48305,APORTACIÓ AL GRUP POLÍTIC PARTIT POPULAR,2200.0,0.0,2200.0,0.0
01,912,48301,APORTACIO AL GRUP POLÍTIC CANDIDATURA DE PROGRÉS,8500.0,0.0,8500.0,2968.0
01,912,22601,DESPESES DIVERSES,6000.0,0.0,6000.0,5734.12
01,912,48300,APORTACIO A GRUPS POLITICS,0.0,0.0,0.0,0.0
01,912,48304,APORTACIO AL GP ASOC.GUANYEM/GANEMOS POLINYÀ SI SE PUEDE,2300.0,0.0,2300.0,1272.0
01,912,48307,APORTACIÓ AL GRUP POLÍTIC PARTIT DEMÒCRATA EUPEU CATALÀ,2400.0,0.0,2400.0,0.0
01,912,22200,SERVEIS DE TELECOMUNICACIONS,0.0,0.0,0.0,0.0
01,912,23000,DIETES MEMBRES ORGANS DE GOVERN,300.0,0.0,300.0,0.0
01,912,23100,LOCOMOCIÓ MEMBRES ÒRGANS DE GOVERN,500.0,0.0,500.0,0.0
01,912,22199,Altres subministraments.,0.0,0.0,0.0,657.28
01,912,23300,ALTRES INDEMNITZACIONS,14000.0,0.0,14000.0,5060.0
01,912,16000,SEGURETAT SOCIAL ÒRGANS DE GOVERN,46786.45,0.0,46786.45,7701.91
01,912,48308,APORTACIÓ AL GRUP POLINYÀ EN COMÚ PODEM,2400.0,0.0,2400.0,0.0
01,912,48306,APORTACIÓ AL GRUP POLÌTIC ESQUERRA REPUBLICANA DE CATALUNYA,4700.0,0.0,4700.0,1484.0
01,912,48303,APORTACIÓ AL GP.. I P CATALUNYA PELS  VERDS ESQUERRA ALT.ENT,2200.0,0.0,2200.0,0.0
01,912,48302,APORTACIÓ AL GRUP POLÍTIC  CONVERGÈNCIA I UNIÓ,3100.0,0.0,3100.0,0.0
01,912,10000,RETRIBUCIONS BÀSIQUES I ALTRES RENDIMENTS,136942.0,0.0,136942.0,20067.97
01,920,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,36968.88,0.0,36968.88,8044.26
01,920,16000,SEGURETAT SOCIAL PERSONAL PRESIDENCIA,98331.55,0.0,98331.55,25324.21
01,920,12000,Sous del Grup A1.,15577.66,0.0,15577.66,3531.24
01,920,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,27237.88,0.0,27237.88,5975.16
01,920,12100,COMPLEMENT DE DESTINACIÓ,44507.32,0.0,44507.32,9506.67
01,920,12001,Sous del Grup A2.,13698.06,0.0,13698.06,3053.37
01,920,12101,COMPLEMENT ESPECÍFIC,143918.83,0.0,143918.83,31625.31
01,920,12006,TRIENNIS,14308.38,0.0,14308.38,3162.63
01,920,12003,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C1,23275.05,0.0,23275.05,4585.14
01,920,15000,PRODUCTIVITAT,6000.0,0.0,6000.0,5050.0
01,920,15100,GRATIFICACIONS,2000.0,0.0,2000.0,1175.33
01,920,14300,ALTRE PERSONAL ATÍPIC,0.0,0.0,0.0,0.0
01,920,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,24769.59,0.0,24769.59,5724.09
01,920,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,41404.16,0.0,41404.16,8872.32
02,011,31000,INTERESSOS PRÉSTEC DEL SECTOR PRIVAT I OP. TRESORERIA,23000.0,0.0,23000.0,6242.95
02,011,91100,AMORTITZ. PRESTECS A MIG I LLARG DEL S.PUB.,89799.0,0.0,89799.0,89798.93
02,011,91302,AMORTITZACIÓ PRÈSTECS A MIG I LLARG FORA DEL S.PÚBLIC,0.0,0.0,0.0,0.0
02,011,91300,AMORTITZACIO PRÈSTECS A MIG I LLARG FORA DEL S.PÚBLIC,702514.0,0.0,702514.0,185846.62
02,221,16000,SEGURETAT SOCIAL FORMACIÓ I ACCIÓ SOCIAL,13120.0,0.0,13120.0,0.0
02,221,16200,FORMACIO I PERFECCIONAMENT PERSONAL,10000.0,0.0,10000.0,360.0
02,221,16204,ACCIÓ SOCIAL PERSONAL,31000.0,0.0,31000.0,570.0
02,221,16106,INDEMNITZACIONS,0.0,0.0,0.0,1361.32
02,912,22200,SERVEIS DE TELECOMUNICACIONS,0.0,0.0,0.0,0.0
02,920,21500,MANTENIMENT MOBILIARI I ESTRIS,3000.0,0.0,3000.0,1482.16
02,920,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0.0,0.0,0.0,0.0
02,920,15100,GRATIFICACIONS,2000.0,0.0,2000.0,717.35
