#Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
11200,IMPOST SOBRE BENS DE NATURALESA RÚSTEGA,14000.0,0.0,14000.0,13201.2
11301,IMPOST SOBRE BENS DE NATURALESA URBANA,4110000.0,0.0,4110000.0,3872025.81
11500,IMPOST SOBRE VEHICLES DE TRACCIÓ MECÀNICA,630000.0,0.0,630000.0,596480.86
11600,IMPOST SOBRE INCREMENT DE VALORS TERRENYS NATURALESA URBANA,800000.0,0.0,800000.0,108473.46
13000,IMPOST SOBRE ACTIVITATS EMPRESARIALS,2210000.0,0.0,2210000.0,2315074.61
29000,"IMPOST SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OBRES",1000000.0,0.0,1000000.0,116846.86
30200,RECOLLIDA ESCOMBRARIES,310000.0,0.0,310000.0,309034.4
30201,SERVEI RECOLLIDA ESCOMBRARIES INDUSTRIALS,68100.0,0.0,68100.0,73073.85
30500,CEMENTIRI MUNICIPAL,15000.0,0.0,15000.0,7922.0
31100,ACTIVITATS GENT GRAN,0.0,0.0,0.0,0.0
31201,PLA DE FORMACIÓ,0.0,0.0,0.0,0.0
31301,ACTIVITATS ESPORTIVES,0.0,0.0,0.0,0.0
31306,INSTAL·LACIONS ESPORTIVES,0.0,0.0,0.0,0.0
31307,PISCINA ESTIU,0.0,0.0,0.0,0.0
31400,ACTIVITATS CULTURALS,0.0,0.0,0.0,0.0
31500,ACTIVITATS JUVENILS,0.0,0.0,0.0,0.0
31903,RECOLLIDA ANIMALS DOMÈSTICS,1000.0,0.0,1000.0,283.1
32100,LLICÈNCIES URBANÍSTIQUES,300000.0,0.0,300000.0,60127.1
32200,LLICÈNCIES DE PRIMERA OCUPACIÓ,20000.0,0.0,20000.0,31832.51
32500,SERVEIS ADMINISTRATIUS,10000.0,0.0,10000.0,10117.19
32600,TAXA PER RETIRADA DE VEHICLES,10000.0,0.0,10000.0,5151.0
32700,LLICÈNCIES AUTOTAXIS,1000.0,0.0,1000.0,666.6
32800,LLICÈNCIES ACTIVITATS,120000.0,0.0,120000.0,59223.47
32901,TAXA LLICENCIA GOSSOS POTENCIALMENT PERILLOSOS,1000.0,0.0,1000.0,0.0
33100,DISTINTIUS I PLAQUES I ENTRADA VEHICLES,98000.0,0.0,98000.0,96908.75
33200,APROFITAMENT ESPECIAL EMP. EXPLOTADORES SUBMINISTRAMENTS,380000.0,0.0,380000.0,364508.88
33300,APROFITAMENT ESPECIAL EMP. EXPLOTADORES S.TELECOMUNICACIONS,22000.0,0.0,22000.0,8917.21
33500,TAXA UTILITZACIÓ DOMINI PÚBLIC,40000.0,0.0,40000.0,39384.2
33800,"APROFITAMENT VOL, SOL I SUBSÒL, CONVENI TELEFÒNICA",28000.0,0.0,28000.0,18693.88
33901,TAXA UTILITZACIÓ LOCALS I INSTAL.LACIONS MUNICIPALS,1000.0,0.0,1000.0,140.0
34100,CESSIÓ PISOS SOCIALS,1000.0,0.0,1000.0,203.48
34102,ACTIVITATS CASAL GENT GRAN,3000.0,0.0,3000.0,0.0
