#Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
01,336,22606,PATRIMONI,7000.0,0.0,7000.0,3732.64
01,912,22199,ALTRES SUBMINISTRAMENTS,0.0,0.0,0.0,89.03
01,912,23100,LOCOMOCIÓ MENBRES ÒRGANS DE GOVERN,500.0,0.0,500.0,0.0
01,912,48303,APORTACIÓ AL G. POLÍTIC VOX,0.0,0.0,0.0,0.0
01,912,48302,APORTACIÓ AL G. POLÍTIC JUNTS-CM,0.0,0.0,0.0,175.0
01,912,23000,DIETES MEMBRES ORGANS DE GOVERN,300.0,0.0,300.0,0.0
01,912,22601,DESPESES DIVERSES,6000.0,0.0,6000.0,1105.2
01,912,10000,RETRIBUCIONS BÀSIQUES I ALTRES RENDIMENTS,163725.0,0.0,163725.0,58007.05
01,912,23300,ALTRES INDEMNITZACIONS,15300.0,0.0,15300.0,7629.6
01,912,48308,APORTACIÓ AL G. POLÍTIC EN COMÚ PODEM,4407.0,0.0,4407.0,2206.84
01,912,48307,PORTACIÓ AL GRUP POLÍTIC PDeCAT,4407.0,0.0,4407.0,2031.84
01,912,48306,APORTACIÓ AL GRUP POLÌTIC ESQUERRA REPUBLICANA-AM,5141.0,0.0,5141.0,2370.48
01,912,48301,APORTACIO AL GRUP POLÍTIC PSC-CP,10282.0,0.0,10282.0,5128.29
01,912,16000,SEGURETAT SOCIAL ÒRGANS DE GOVERN,53293.0,0.0,53293.0,13350.83
01,912,22103,COMBUSTIBLE VEHICLE PRESIDÈNCIA,1000.0,0.0,1000.0,58.47
01,920,12003,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C1,17224.0,0.0,17224.0,7665.11
01,920,16000,SEGURETAT SOCIAL PERSONAL PRESIDENCIA,93828.0,0.0,93828.0,38320.97
01,920,15000,PRODUCTIVITAT,5100.0,0.0,5100.0,0.0
01,920,12006,TRIENNIS,15326.0,0.0,15326.0,7406.66
01,920,15100,GRATIFICACIONS,2000.0,0.0,2000.0,1419.68
01,920,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,17050.0,0.0,17050.0,8524.86
01,920,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,65443.0,0.0,65443.0,20609.91
01,920,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,24926.0,0.0,24926.0,12463.32
01,920,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,19466.0,0.0,19466.0,13207.42
01,920,12100,COMPLEMENT DE DESTINACIÓ,40753.0,0.0,40753.0,21274.09
01,920,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,14993.0,0.0,14993.0,7496.33
01,920,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,17714.0,0.0,17714.0,8856.83
01,920,12101,COMPLEMENT ESPECÍFIC,139516.0,0.0,139516.0,72895.81
02,011,31000,INTERESSOS PRÉSTEC DEL SECTOR PRIVAT I OP. TRESORERIA,25500.0,0.0,25500.0,9667.98
02,011,91100,AMORTITZ. PRESTECS A MIG I LLARG DEL S.PUB.,122000.0,0.0,122000.0,109570.26
02,011,91300,AMORTITZACIO PRÈSTECS A MIG I LLARG FORA DEL S.PÚBLIC,437000.0,0.0,437000.0,151688.93
02,221,16200,FORMACIO I PERFECCIONAMENT PERSONAL,10000.0,1022.6,11022.6,7535.04
02,221,16204,ACCIÓ SOCIAL PERSONAL,39940.0,0.0,39940.0,42400.31
02,221,16106,INDEMNITZACIONS,0.0,20922.56,20922.56,13681.66
02,920,21600,MANTENIMENT EQUIPS INFORMÀTICS,9780.0,0.0,9780.0,5505.3
02,920,16000,SEGURETAT SOCIAL PERSONAL SERVEIS GENERALS,168381.0,0.0,168381.0,85380.92
02,920,22002,MATERIAL INFORMÀTIC NO INVENTARIABLE,16360.0,0.0,16360.0,399.64
02,920,21500,MANTENIMENT MOBILIARI I ESTRIS,6700.0,331.75,7031.75,2832.43
02,920,22001,"PREMSA, REVISTES, LLIBRES I ALTRES PUBLICACIONS",23626.0,0.0,23626.0,11710.32
02,920,20200,LLOGUER LOCAL JUTJAT,5600.0,0.0,5600.0,2867.7
02,920,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,81216.0,0.0,81216.0,40751.12
02,920,22203,COMUNICACIONS INFORMÀTIQUES,18000.0,1742.49,19742.49,6614.23
02,920,64800,QUOTES ARRENDAMENTS FINANCERS,23000.0,498.52,23498.52,8094.5
02,920,23300,ALTRES INDEMNITZACIONS,1000.0,0.0,1000.0,439.4
02,920,22699,DESPESES DIVERSES,10000.0,2850.45,12850.45,7505.28
02,920,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,3630.0,8006.73,11636.73,6527.23
02,920,35800,INTERESSOS ARRENDAMENTS FINANCERS,2500.0,48.54,2548.54,644.17
02,920,12006,TRIENNIS,23976.0,0.0,23976.0,12023.54
02,920,14300,ALTRE PERSONAL ATIPIC,0.0,0.0,0.0,0.0
02,920,22299,ALTRES DESPESES EN COMUNICACIONS,1000.0,0.0,1000.0,95.09
02,920,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,29985.0,0.0,29985.0,22488.99
02,920,22201,COMUNICACIONS POSTALS,12000.0,1773.2,13773.2,1128.34
02,920,22604,DESPESES JURÌDIQUES,5000.0,0.0,5000.0,314.7
02,920,62501,MOBILIARI I ESTRIS,4000.0,2836.28,6836.28,1062.6
02,920,22199,ALTRES SUBMINISTRAMENTS,500.0,38.14,538.14,530.91
02,920,63200,INV. RESPOS.ASS. EDIFICIS I CONSTRUCCIONS,0.0,8923.06,8923.06,0.0
02,920,23020,DIETES PERSONAL NO DIRECTIU,1000.0,0.0,1000.0,703.56
02,920,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS",0.0,0.0,0.0,0.0
02,920,22706,TREBALLS TECNICS REALITZATS ALTRES EMPRESES,27950.0,15312.67,43262.67,6445.83
02,920,22603,PUBLICACIÓ DIARIS OFICIALS,5000.0,220.6,5220.6,2012.0
02,920,12101,COMPLEMENT ESPECÍFIC,259889.0,0.0,259889.0,122227.55
02,920,22200,SERVEIS DE TELECOMUNICACIONS,12000.0,4388.86,16388.86,3300.42
02,920,15100,GRATIFICACIONS,2000.0,0.0,2000.0,1459.92
02,920,22106,PRODUCTES FARMACEUTICS I MATERIAL SANITARI,0.0,0.0,0.0,575.0
