#Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
01,912,48301,APORTACIO AL GRUP POLÍTIC CANDIDATURA DE PROGRÉS,6449,0,6449,1612.05
01,912,48303,APORTACIÓ AL GP.. I P CATALUNYA PELS  VERDS ESQUERRA ALT.ENT,4289,0,4289,1072.05
01,912,48305,APORTACIÓ AL GRUP POLÍTIC PARTIT POPULAR,4289,0,4289,1072.05
01,912,22199,ALTRES SUBMINISTRAMENTS,0,0,0,0
01,912,48302,APORTACIÓ AL GRUP POLÍTIC  CONVERGÈNCIA I UNIÓ,6449,0,6449,1612.05
01,912,48306,APORTACIÓ AL GRUP POLÌTIC ESQUERRA REPUBLICANA DE CATALUNYA,4289,0,4289,1072.05
01,912,22200,SERVEIS DE TELECOMUNICACIONS,0,0,0,0
01,912,23100,LOCOMOCIÓ MEMBRES ÒRGANS DE GOVERN,500,0,500,0
01,912,22601,DESPESES DIVERSES,4000,0,4000,867.13
01,912,23300,ALTRES INDEMNITZACIONS,19000,0,19000,2214
01,912,16000,SEGURETAT SOCIAL ÒRGANS DE GOVERN,38561,0,38561,6426.89
01,912,10000,RETRIBUCIONS BÀSIQUES I ALTRES RENDIMENTS,118468,0,118468,33848
01,912,48300,APORTACIO A GRUPS POLITICS,0,0,0,0
01,912,23000,DIETES MEMBRES ORGANS DE GOVERN,300,0,300,0
01,912,48304,APORTACIO AL GP ASOC.GUANYEM/GANEMOS POLINYÀ SI SE PUEDE,5009,0,5009,1252.05
01,920,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,0,0,0,7275.42
01,920,12003,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C1,10181,0,10181,5815.41
01,920,12101,COMPLEMENT ESPECÍFIC,26824,0,26824,35971.12
01,920,16000,SEGURETAT SOCIAL PERSONAL PRESIDENCIA,25497,0,25497,14123.9
01,920,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,0,0,0,11483.53
01,920,14300,ALTRE PERSONAL ATÍPIC,0,0,0,0
01,920,12006,TRIENNIS,2754,0,2754,3246.53
01,920,12000,Sous del Grup A1.,0,0,0,4092.21
01,920,12001,Sous del Grup A2.,0,0,0,3648.23
01,920,12100,COMPLEMENT DE DESTINACIÓ,9895,0,9895,10515.94
01,920,15000,PRODUCTIVITAT,1800,0,1800,0
01,920,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,8473,0,8473,4879.32
01,920,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,35137,0,35137,9862.06
01,920,15100,GRATIFICACIONS,0,0,0,0
02,011,91302,AMORTITZACIÓ PRÈSTECS A MIG I LLARG FORA DEL S.PÚBLIC,30147,0,30147,0
02,011,91100,AMORTITZ. PRESTECS A MIG I LLARG DEL S.PUB.,85000,0,85000,69798.93
02,011,31000,INTERESSOS PRÉSTEC DEL SECTOR PRIVAT I OP. TRESORERIA,41000,0,41000,7176.71
02,011,31001,INTERESSOS DE BESTRETES ORGT,0,0,0,0
02,011,91300,AMORTITZACIO PRÈSTECS A MIG I LLARG FORA DEL S.PÚBLIC,735853,0,735853,183537.58
02,011,31100,DESPESES FORMALITZACIO MODIFICACIO I CANCEL.LACIO PRESTECS,0,0,0,0
02,221,16204,ACCIÓ SOCIAL PERSONAL,28140,0,28140,285
02,221,16000,SEGURETAT SOCIAL FORMACIÓ I ACCIÓ SOCIAL,8640,0,8640,0
02,221,16200,FORMACIO I PERFECCIONAMENT PERSONAL,10000,0,10000,0
02,221,16106,INDEMNITZACIONS,0,0,0,1788.44
02,912,22200,SERVEIS DE TELECOMUNICACIONS,0,0,0,0
02,920,22105,PRODUCTES ALIMENTARIS,1000,0,1000,167.31
02,920,22200,SERVEIS DE TELECOMUNICACIONS,10000,2053.83,12053.83,6635.5
02,920,21900,MANTENIMENT PROGRAMES INFORMÀTICS,30000,0,30000,12380.07
02,920,23120,LOCOMOCIÓ PERSONAL NO DIRECTIU,2000,0,2000,457.8
02,920,22000,MATERIAL D'OFICINA,10000,0,10000,3698.56
02,920,12100,COMPLEMENT DE DESTINACIÓ,93545,0,93545,13795.15
02,920,63300,"Maquinària, instal.lacions i utillatge",0,0,0,18302.88
02,920,12006,TRIENNIS,28017,0,28017,5158.51
02,920,22707,SERVEIS INFORMÀTICS,0,0,0,9329.1
02,920,63200,Inv. repos.ass. edificis i construcc.,0,0,0,0
02,920,21600,MANTENIMENT EQUIPS INFORMÀTICS,3000,0,3000,580.8
02,920,21500,MANTENIMENT MOBILIARI I ESTRIS,6000,0,6000,1150.67
02,920,64800,QUOTES ARRENDAMENT FINANCER FOTOCOPIADORES I ORDINADORS,0,0,0,0
02,920,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,52361,0,52361,8748.93
02,920,23020,DIETES PERSONAL NO DIRECTIU,3500,0,3500,363.4
02,920,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,51946,0,51946,4377.56
02,920,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,40680,0,40680,7296.46
02,920,22699,DESPESES DIVERSES,6000,0,6000,1550.1
02,920,22199,ALTRES SUBMINISTRAMENTS,1000,0,1000,0
02,920,20500,Lloguer de mobiliari i estris,0,282.83,282.83,0
02,920,22604,DESPESES JURIDIQUES,10000,0,10000,0
02,920,22002,MATERIAL INFORMÀTIC NO INVENTARIABLE,10000,0,10000,357.83
02,920,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0,0,0,0
02,920,22706,TREBALLS TECNICS REALITZATS ALTRES EMPRESES,21000,0,21000,2167.91
02,920,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,43578,0,43578,9758.64
02,920,23300,ALTRES INDEMNITZACIONS,1500,0,1500,110.16
02,920,22602,PUBLICITAT I PROPAGANDA,3000,0,3000,925.43
02,920,21300,"REPARAC. MANTENIM. I CONSERV. MAQUINÀRIA, INSTAL·LAC. I UTIL",5500,0,5500,0
02,920,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,31364,0,31364,0
02,920,22201,COMUNICACIONS POSTALS,6000,0,6000,1612.77
02,920,16000,SEGURETAT SOCIAL PERSONAL SERVEIS GENERALS,173492,0,173492,11473.39
02,920,12101,COMPLEMENT ESPECÍFIC,282376,0,282376,44991.34
02,920,22603,PUBLICACIÓ DIARIS OFICIALS,6000,0,6000,1820.19
02,920,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,76904,0,76904,6246.25
02,920,35800,INTERESSOS ARRENDAMENTS FINANCERS,900,0,900,0
02,920,22001,"PREMSA, REVISTES, LLIBRES I ALTRES PUBLICACIONS",10000,0,10000,4945.33
02,920,22400,PRIMES ASSEGURANCES,36000,0,36000,2594.13
02,920,22299,ALTRES DESPESES EN COMUNICACIONS,10000,0,10000,203.49
02,920,15000,PRODUCTIVITAT,9600,0,9600,0
02,920,15100,GRATIFICACIONS,4000,0,4000,0
02,920,62501,MOBILIARI I ESTRIS,0,0,0,0
02,932,22708,SERVEIS DE RECAPTACIÓ A FAVOR DE L'ENTITAT,100000,0,100000,31536.1
02,934,35900,ALTRES DESPESES FINANCERES,1000,0,1000,48.12
02,934,35200,INTERESSOS DE DEMORA,1000,0,1000,0
02,934,34100,INTERESSOS DE FIANCES,100,0,100,10.11
02,934,31100,DESP. FORMALITZACIO MODIFICACIÓ I CANCEL.PRESTECS INTERIOR,900,0,900,0
02,942,46600,A ALTRES AGRUPACIONS DE MUNICIPIS,4100,0,4100,0
02,9290,50000,FONS DE CONTINGÈNCIA,52000,0,52000,0
03,130,21500,MANTENIMENT MOBILIARI I ESTRIS,500,0,500,33.39
03,130,21900,REPARAC. MANTEN. ALTRE IMMOBILIZ.MATERIAL,2600,0,2600,914.76
03,130,15100,GRATIFICACIONS,15000,0,15000,2838.31
03,130,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,183262,0,183262,48456.03
03,130,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,0,0,0,0
03,130,22104,SUBMINISTRAMENT  VESTUARI,8000,0,8000,2910.98
03,130,35800,INTERESSOS ARRENDAMENTS FINANCERS,800,0,800,0
03,130,22199,ALTRES SUBMINISTRAMENTS,1000,0,1000,605
03,130,16000,SEGURETAT SOCIAL PERSONAL SEGURETAT CIUTADANA,182799,0,182799,28804.03
03,130,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0,0,0,0
03,130,22103,SUBMINISTRAMENT  COMBUSTIBLE,5000,0,5000,533.49
03,130,21400,MANTENIMENT VEHICLES,11580,0,11580,45.4
03,130,20300,"LLOGUER DE MAQUINÀRIA,INSTAL·LACIONS I ESTRIS",0,0,0,0
03,130,15000,PRODUCTIVITAT,10800,0,10800,0
03,130,12100,COMPLEMENT DE DESTINACIÓ,83070,0,83070,22489.58
03,130,64800,QUOTES ARRENDAMENT FINANCER VEHICLES I EQUIPS DE TRANSMISSIÓ,0,0,0,0
03,130,12101,COMPLEMENT ESPECÍFIC,332277,0,332277,90447.33
03,130,22200,SERVEIS DE TELECOMUNICACIONS,5000,0,5000,645.22
03,130,22699,DESPESES DIVERSES,1000,0,1000,420.1
03,130,21300,"MANTENIMENT MAQUINARIA, INSTAL.LACIONS I UTILLATGE",1500,0,1500,0
03,130,12006,TRIENNIS,24238,0,24238,6606.61
03,130,20400,LLOGUER DE MATERIAL DE TRANSPORT,8500,0,8500,2916.1
03,130,62401,ELEMENTS DE TRANSPORT,0,0,0,0
03,130,63300,"MAQUINÀRIA, INSTAL.LACIONS I ESTRIS SEGURETAT CIUTADANA",0,0,0,0
03,130,62501,Mobiliari i estris,0,0,0,299
03,135,22699,ALTRES DESPESES DIVERSES- PROTECCIO CIVIL-,3000,0,3000,0
04,135,22706,ESTUDIS I TREBALLS TECNICS,0,0,0,0
04,150,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,43126,0,43126,9719
04,150,16000,SEGURETAT SOCIAL PERSONAL URBANISME,113975,0,113975,16549.95
04,150,48900,ALTRES TRANSFERÈNCIES,500,0,500,0
04,150,21900,REPARAC. MANTEN. ALTRE IMMOBILIZ.MATERIAL,1500,0,1500,0
04,150,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,13560,0,13560,3648.23
04,150,22103,SUBMINISTRAMENT COMBUSTIBLE,2000,0,2000,167.29
04,150,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,16351,0,16351,2838.35
04,150,15100,GRATIFICACIONS,0,0,0,523.25
04,150,21400,MANTENIMENT VEHICLES,1500,0,1500,10
04,150,14300,ALTRE PERSONAL ATIPIC,4807,0,4807,0
04,150,22706,"ESTUDIS, PROJECTES I ALTRES TREBALLS TÈCNICS URBANISME",25000,0,25000,3812.95
04,150,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,29817,0,29817,8446.13
04,150,22699,ALTRES DESPESES DIVERSES,1500,0,1500,172.53
04,150,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,58094,0,58094,16705.07
04,150,22199,ALTRES SUBMINISTRAMENTS,1000,0,1000,0
04,150,16106,INDEMNITZACIONS,8760,0,8760,0
04,150,22200,SERVEIS DE TELECOMUNICACIONS,2000,0,2000,92.41
04,150,22001,"Premsa, revistes, llibres i altres publicacions.",0,0,0,0
04,150,22002,MATERIAL INFORMÀTIC NO INVENTARIABLE,0,0,0,0
04,150,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,26795,0,26795,7621.77
04,150,12101,COMPLEMENT ESPECÍFIC,126252,0,126252,31907.96
04,150,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0,0,0,0
04,150,62501,Mobiliari i estris,0,0,0,0
04,150,12006,TRIENNIS,12323,0,12323,3028.69
