#Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
11200,IMPOST SOBRE BENS DE NATURALESA RÚSTEGA,12000.0,0.0,12000.0,-868.48
11301,IMPOST SOBRE BENS DE NATURALESA URBANA,3272504.0,0.0,3272504.0,3289346.29
11500,IMPOST SOBRE VEHICLES DE TRACCIÓ MECÀNICA,650000.0,0.0,650000.0,2809.05
11600,IMPOST SOBRE INCREMENT DE VALORS TERRENYS NATURALESA URBANA,1150000.0,0.0,1150000.0,317305.69
13000,IMPOST SOBRE ACTIVITATS EMPRESARIALS,1550000.0,0.0,1550000.0,58367.46
29000,"IMPOST SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OBRES",400000.0,0.0,400000.0,-9378.14
30000,ABASTAMENT D'AIGUA,0.0,0.0,0.0,0.0
30200,RECOLLIDA ESCOMBRARIES,370000.0,0.0,370000.0,-95.0
30201,SERVEI RECOLLIDA ESCOMBRARIES INDUSTRIALS,0.0,0.0,0.0,-168.0
30500,CEMENTIRI MUNICIPAL,15000.0,0.0,15000.0,850.0
31100,ACTIVITATS GENT GRAN,3000.0,0.0,3000.0,660.0
31200,ACTIVITATS ENSENYAMENT,18000.0,0.0,18000.0,0.0
31201,PLA DE FORMACIÓ,5000.0,0.0,5000.0,25.0
31301,ACTIVITATS ESPORTIVES,1000.0,0.0,1000.0,45.0
31306,INSTAL·LACIONS ESPORTIVES,1000.0,0.0,1000.0,0.0
31400,ACTIVITATS CULTURALS,4000.0,0.0,4000.0,0.0
31500,ACTIVITATS JUVENILS,40000.0,0.0,40000.0,180.0
31600,ACTIVITATS PROMOCIÓ ECONÒMICA,2000.0,0.0,2000.0,0.0
31903,RECOLLIDA ANIMALS DOMÈSTICS,1500.0,0.0,1500.0,50.0
32100,LLICÈNCIES URBANÍSTIQUES,175000.0,0.0,175000.0,41894.45
32200,CEDULES D'HABILITAT I LLICÈNCIES DE PRIMERA OCUPACIÓ,5000.0,0.0,5000.0,-272.78
32500,SERVEIS ADMINISTRATIUS,12000.0,0.0,12000.0,1197.4
32600,TAXA PER RETIRADA DE VEHICLES,14000.0,0.0,14000.0,1273.0
32700,LLICÈNCIES AUTOTAXIS,1000.0,0.0,1000.0,0.0
32800,LLICÈNCIES ACTIVITATS,110000.0,0.0,110000.0,26129.62
32901,TAXA LLICENCIA GOSSOS POTENCIALMENT PERILLOSOS,500.0,0.0,500.0,82.8
33100,DISTINTIUS I PLAQUES I ENTRADA VEHICLES,88000.0,0.0,88000.0,88163.41
33200,APROFITAMENT ESPECIAL EMP. EXPLOTADORES SUBMINISTRAMENTS,300000.0,0.0,300000.0,70890.14
33300,APROFITAMENT ESPECIAL EMP. EXPLOTADORES S.TELECOMUNICACIONS,6000.0,0.0,6000.0,111.27
33500,TAXA UTILITZACIÓ DOMINI PÚBLIC,81000.0,0.0,81000.0,9253.85
33800,"APROFITAMENT VOL, SOL I SUBSÒL, CONVENI TELEFÒNICA",40000.0,0.0,40000.0,8117.14
33901,TAXA UTILITZACIÓ LOCALS I INSTAL.LACIONS MUNICIPALS,3000.0,0.0,3000.0,140.0
34201,ESCOLA BRESSOL,200000.0,0.0,200000.0,60927.94
34900,PREU PÚBLIC PER INSERCIÓ PUBLICITAT,0.0,0.0,0.0,154.6
34901,PREU PUBLIC PRESTACIÓ SERVEIS CAN GAVARRA,46000.0,0.0,46000.0,16647.05
38900,ALTRES REINTEGRAMENT D'OPERACIONS CORRENTS,0.0,0.0,0.0,47.18
39100,MULTES PER INFRACCIONS URBANISTIQUES,0.0,0.0,0.0,-1933.42
39120,MULTES TRANSIT,40000.0,0.0,40000.0,10570.0
39130,MULTES COERCITIVES AREA TERRITORI,30000.0,0.0,30000.0,0.0
39190,ALTRES MULTES I SANCIONS,5000.0,0.0,5000.0,773.0
39200,RECÀRREC D'EXTEMPORANEÏTAT,10000.0,0.0,10000.0,3028.56
39300,INTERESSOS DEUTES TRIBUTÀRIES I ALTRES,50000.0,0.0,50000.0,15712.42
39710,ALTRES INGRESSOS PER APROFITAMENTS URBARNS,0.0,0.0,0.0,0.0
39901,ALTRES INGRESSOS DIVERSOS,15000.0,0.0,15000.0,996.02
39903,COMPENSACIÓ CÀNON DE DEPOSICIÓ RESIDUS,40000.0,0.0,40000.0,44042.17
39904,GESTIÓ RECOLLIDA RESIDUS DEIXALLERIA,20000.0,0.0,20000.0,3615.73
39906,RECLAMACIÓ DANYS,0.0,0.0,0.0,0.0
39907,INGRESSOS PER EXECUCIONS SUBSIDIÀRIES,0.0,0.0,0.0,2547.53
39910,INGRESSOS PER CESSIONS HABITATGE SOCIAL,0.0,0.0,0.0,2182.46
42000,PARTICIPACIONS EN ELS TRIBUTS DE L'ESTAT,1555000.0,0.0,1555000.0,374470.38
45000,FONS DE COOPERACIÓ,120000.0,0.0,120000.0,0.0
45002,CONVENIS DE MANTENIMENT DE SERVEIS SOCIALS,25600.0,0.0,25600.0,0.0
45080,DE L'ADMINISTRACIÓ GENERAL DE LA COMUNITAT AUTÒNOMA,85000.0,0.0,85000.0,0.0
45100,TRANSFERÈNCIES D'ORGANISMES AUTÒNOMS DE LA COM.AUTÒNOMA,20000.0,0.0,20000.0,7000.0
46100,ALTRES TRANSFERÈNCIES,370000.0,90431.59,460431.59,126697.27
46500,ALTRES TRANSFERÈNCIES,150000.0,0.0,150000.0,0.0
47000,TRANSFERÈNCIES CORRENTS D'EMPRESES,5000.0,0.0,5000.0,0.0
48000,DE FAMILIES I INSTITUCIONS SENSE ANIM DE LUCRE,0.0,0.0,0.0,0.0
52000,INTERESSOS DE CAIXES I BANCS,5000.0,0.0,5000.0,0.0
54100,ARRENDAMENT FINQUES,31200.0,0.0,31200.0,2801.22
55000,CONCESSIONS ADMINISTRATIVES,70000.0,0.0,70000.0,226.8
60000,ALIENACIÓ DE TERRENYS,0.0,0.0,0.0,0.0
75080,ALTRES TRANSFERENCIES DE LA COMUNITAT AUTONOMA,0.0,0.0,0.0,0.0
76100,DE DIPUTACIONS,0.0,300000.0,300000.0,1830.85
87000,PER A DESPESES GENERALS,0.0,520945.97,520945.97,0.0
87010,PER A DESPESES AMB FINANÇAMENT AFECTAT,0.0,0.0,0.0,0.0
91100,PRÉSTECS A LL/T D'ENS DEL SECTOR PÚBLIC,175000.0,0.0,175000.0,0.0
91300,PRESTECS REBUTS A LLARG TERMINI FORA DEL SECTOR PÚBLIC,0.0,0.0,0.0,0.0
91301,PRÉSTEC REBUTS DE FORA DEL SECTOR PÚBLIC,104230.0,0.0,104230.0,0.0
11200,IMPOST SOBRE BENS DE NATURALESA RÚSTEGA,12000.0,0.0,12000.0,0.0
11301,IMPOST SOBRE BENS DE NATURALESA URBANA,3272504.0,0.0,3272504.0,-3607.58
11500,IMPOST SOBRE VEHICLES DE TRACCIÓ MECÀNICA,650000.0,0.0,650000.0,627184.1
11600,IMPOST SOBRE INCREMENT DE VALORS TERRENYS NATURALESA URBANA,1150000.0,0.0,1150000.0,238547.13
13000,IMPOST SOBRE ACTIVITATS EMPRESARIALS,1550000.0,0.0,1550000.0,0.0
29000,"IMPOST SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OBRES",400000.0,0.0,400000.0,154102.37
30000,ABASTAMENT D'AIGUA,0.0,0.0,0.0,0.0
30200,RECOLLIDA ESCOMBRARIES,370000.0,0.0,370000.0,-47.5
30201,SERVEI RECOLLIDA ESCOMBRARIES INDUSTRIALS,0.0,0.0,0.0,1737.59
30500,CEMENTIRI MUNICIPAL,15000.0,0.0,15000.0,1466.15
31100,ACTIVITATS GENT GRAN,3000.0,0.0,3000.0,2058.0
31200,ACTIVITATS ENSENYAMENT,18000.0,0.0,18000.0,644.55
31201,PLA DE FORMACIÓ,5000.0,0.0,5000.0,1361.06
31301,ACTIVITATS ESPORTIVES,1000.0,0.0,1000.0,1011.0
