#Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
01,912,10000,RETRIBUCIONS BÀSIQUES I ALTRES RENDIMENTS,118468,,118468.0,25386.0
01,912,22601,DESPESES DIVERSES,4000,,4000.0,574.08
01,912,48303,APORTACIÓ AL GP.. I P CATALUNYA PELS  VERDS ESQUERRA ALT.ENT,4289,,4289.0,1072.05
01,912,48300,APORTACIO A GRUPS POLITICS,0,,,
01,912,48304,APORTACIO AL GP ASOC.GUANYEM/GANEMOS POLINYÀ SI SE PUEDE,5009,,5009.0,1252.05
01,912,48302,APORTACIÓ AL GRUP POLÍTIC  CONVERGÈNCIA I UNIÓ,6449,,6449.0,1612.05
01,912,22200,SERVEIS DE TELECOMUNICACIONS,0,,,59.74
01,912,48306,APORTACIÓ AL GRUP POLÌTIC ESQUERRA REPUBLICANA DE CATALUNYA,4289,,4289.0,1072.05
01,912,23300,ALTRES INDEMNITZACIONS,19000,,19000.0,2479.0
01,912,48301,APORTACIO AL GRUP POLÍTIC CANDIDATURA DE PROGRÉS,6449,,6449.0,1612.05
01,912,16000,SEGURETAT SOCIAL ÒRGANS DE GOVERN,38561,,38561.0,6426.9
01,912,48305,APORTACIÓ AL GRUP POLÍTIC PARTIT POPULAR,4289,,4289.0,1072.05
01,912,23000,DIETES MEMBRES ORGANS DE GOVERN,300,,300.0,
01,912,23100,LOCOMOCIÓ MEMBRES ÒRGANS DE GOVERN,500,,500.0,
01,920,12001,Sous del Grup A2.,0,,,880.43
01,920,12006,TRIENNIS,2754,,2754.0,795.89
01,920,12101,COMPLEMENT ESPECÍFIC,26824,,26824.0,8496.46
01,920,15000,PRODUCTIVITAT,1800,,1800.0,1800.0
01,920,12100,COMPLEMENT DE DESTINACIÓ,9895,,9895.0,2726.41
01,920,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,0,,,
01,920,14300,ALTRE PERSONAL ATÍPIC,0,,,
01,920,16000,SEGURETAT SOCIAL PERSONAL PRESIDENCIA,25497,,25497.0,4373.06
01,920,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,35137,,35137.0,7773.94
01,920,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,8473,,8473.0,1876.29
01,920,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,0,,,
01,920,15100,GRATIFICACIONS,0,596.55,596.55,596.55
01,920,12003,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C1,10181,-596.55,9584.45,2253.5
02,011,91100,AMORTITZ. PRESTECS A MIG I LLARG DEL S.PUB.,85000,,85000.0,
02,011,91300,AMORTITZACIO PRÈSTECS A MIG I LLARG FORA DEL S.PÚBLIC,735853,,735853.0,119234.65
02,011,91302,AMORTITZACIÓ PRÈSTECS A MIG I LLARG FORA DEL S.PÚBLIC,30147,,30147.0,
02,011,31000,INTERESSOS PRÉSTEC DEL SECTOR PRIVAT I OP. TRESORERIA,41000,,41000.0,
02,221,16000,SEGURETAT SOCIAL FORMACIÓ I ACCIÓ SOCIAL,8640,,8640.0,
02,221,16204,ACCIÓ SOCIAL PERSONAL,28140,,28140.0,272.33
02,221,16200,FORMACIO I PERFECCIONAMENT PERSONAL,10000,,10000.0,2581.2
02,221,16106,INDEMNITZACIONS,0,,,643.34
02,912,22200,SERVEIS DE TELECOMUNICACIONS,0,,,
02,920,22706,TREBALLS TECNICS REALITZATS ALTRES EMPRESES,21000,,21000.0,1432.28
02,920,22699,DESPESES DIVERSES,6000,,6000.0,532.23
02,920,64800,QUOTES ARRENDAMENT FINANCER FOTOCOPIADORES I ORDINADORS,12000,,12000.0,6934.73
02,920,16000,SEGURETAT SOCIAL PERSONAL SERVEIS GENERALS,173492,,173492.0,27105.81
02,920,12100,COMPLEMENT DE DESTINACIÓ,93545,,93545.0,17052.42
02,920,22002,MATERIAL INFORMÀTIC NO INVENTARIABLE,10000,,10000.0,1784.94
02,920,22105,PRODUCTES ALIMENTARIS,1000,,1000.0,343.2
02,920,22199,ALTRES SUBMINISTRAMENTS,1000,,1000.0,
02,920,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,40680,,40680.0,8815.05
02,920,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,31364,,31364.0,3468.26
02,920,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,76904,,76904.0,16827.24
02,920,21500,MANTENIMENT MOBILIARI I ESTRIS,6000,,6000.0,1177.89
02,920,23020,DIETES PERSONAL NO DIRECTIU,3500,,3500.0,644.17
02,920,23120,LOCOMOCIÓ PERSONAL NO DIRECTIU,2000,,2000.0,382.23
02,920,12101,COMPLEMENT ESPECÍFIC,282376,,282376.0,57944.0
02,920,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,12000,,12000.0,142.48
02,920,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,52361,,52361.0,11270.41
02,920,62501,MOBILIARI I ESTRIS,6000,,6000.0,
02,920,22201,COMUNICACIONS POSTALS,6000,,6000.0,1683.67
02,920,21300,"REPARAC. MANTENIM. I CONSERV. MAQUINÀRIA, INSTAL·LAC. I UTIL",5500,,5500.0,
02,920,15000,PRODUCTIVITAT,9600,,9600.0,8100.0
02,920,22400,PRIMES ASSEGURANCES,36000,,36000.0,2521.47
02,920,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,43578,,43578.0,9871.03
02,920,35800,INTERESSOS ARRENDAMENTS FINANCERS,900,,900.0,381.96
02,920,22299,ALTRES DESPESES EN COMUNICACIONS,10000,,10000.0,10.64
02,920,21600,MANTENIMENT EQUIPS INFORMÀTICS,3000,,3000.0,883.3
02,920,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS - EDIFICI AJUNTAMENT-",23000,,23000.0,
02,920,22602,PUBLICITAT I PROPAGANDA,3000,,3000.0,450.12
02,920,12006,TRIENNIS,28017,,28017.0,5256.6
02,920,22200,SERVEIS DE TELECOMUNICACIONS,10000,,10000.0,1654.0
02,920,15100,GRATIFICACIONS,4000,,4000.0,77.24
02,920,22604,DESPESES JURIDIQUES,10000,,10000.0,485.29
02,920,22603,PUBLICACIÓ DIARIS OFICIALS,6000,,6000.0,2722.16
02,920,21900,MANTENIMENT PROGRAMES INFORMÀTICS,30000,,30000.0,
02,920,63200,EDIFICIS I ALTRES CONSTRUCCIONS -EDIFICI AJUNTAMENT-,15000,,15000.0,
02,920,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,51946,,51946.0,11431.46
02,920,22001,"PREMSA, REVISTES, LLIBRES I ALTRES PUBLICACIONS",10000,,10000.0,1054.94
02,920,22000,MATERIAL D'OFICINA,10000,,10000.0,1283.66
02,920,23300,ALTRES INDEMNITZACIONS,1500,,1500.0,300.0
02,932,22708,SERVEIS DE RECAPTACIÓ A FAVOR DE L'ENTITAT,100000,,100000.0,24672.56
02,934,35900,ALTRES DESPESES FINANCERES,1000,,1000.0,205.54
02,934,34100,INTERESSOS DE FIANCES,100,,100.0,10.22
02,934,35200,INTERESSOS DE DEMORA,1000,,1000.0,
02,934,31100,DESP. FORMALITZACIO MODIFICACIÓ I CANCEL.PRESTECS INTERIOR,900,,900.0,
02,942,46600,A ALTRES AGRUPACIONS DE MUNICIPIS,4100,,4100.0,250.0
02,9290,50000,FONS DE CONTINGÈNCIA,52000,,52000.0,
03,130,20400,LLOGUER DE MATERIAL DE TRANSPORT,8500,,8500.0,1064.8
03,130,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,183262,,183262.0,39133.82
03,130,35800,INTERESSOS ARRENDAMENTS FINANCERS,800,,800.0,501.36
03,130,22699,DESPESES DIVERSES,1000,,1000.0,441.48
03,130,15000,PRODUCTIVITAT,10800,,10800.0,8005.0
03,130,22200,SERVEIS DE TELECOMUNICACIONS,5000,,5000.0,886.82
03,130,16000,SEGURETAT SOCIAL PERSONAL SEGURETAT CIUTADANA,182799,,182799.0,31001.23
03,130,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS SEGURETAT CIUTADANA",22000,,22000.0,
03,130,12100,COMPLEMENT DE DESTINACIÓ,83070,,83070.0,16912.51
03,130,62501,MOBILIARI I ESTRIS,6000,,6000.0,646.38
03,130,21400,MANTENIMENT VEHICLES,11580,,11580.0,4038.71
03,130,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,0,,,
03,130,12101,COMPLEMENT ESPECÍFIC,332277,,332277.0,71185.6
03,130,22199,ALTRES SUBMINISTRAMENTS,1000,,1000.0,1297.97
03,130,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,2000,,2000.0,
03,130,22103,SUBMINISTRAMENT  COMBUSTIBLE,5000,,5000.0,808.12
03,130,12006,TRIENNIS,24238,,24238.0,4498.44
03,130,21900,REPARAC. MANTEN. ALTRE IMMOBILIZ.MATERIAL,2600,,2600.0,686.07
03,130,64800,QUOTES ARRENDAMENT FINANCER VEHICLES I EQUIPS DE TRANSMISSIÓ,22000,,22000.0,12823.34
03,130,22104,SUBMINISTRAMENT  VESTUARI,8000,,8000.0,3363.88
03,130,21300,"MANTENIMENT MAQUINARIA, INSTAL.LACIONS I UTILLATGE",1500,,1500.0,
03,130,21500,MANTENIMENT MOBILIARI I ESTRIS,500,,500.0,1045.45
03,130,20300,"LLOGUER DE MAQUINÀRIA,INSTAL·LACIONS I ESTRIS",0,,,
03,130,15100,GRATIFICACIONS,15000,,15000.0,25130.58
03,135,22699,ALTRES DESPESES DIVERSES- PROTECCIO CIVIL-,3000,,3000.0,
04,135,22706,ESTUDIS I TREBALLS TECNICS,0,1694.0,1694.0,
04,150,22199,ALTRES SUBMINISTRAMENTS,1000,,1000.0,
04,150,22103,SUBMINISTRAMENT COMBUSTIBLE,2000,,2000.0,155.58
04,150,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,25420,,25420.0,5253.67
04,150,16000,SEGURETAT SOCIAL PERSONAL URBANISME,113975,,113975.0,15608.65
04,150,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,43126,,43126.0,9113.98
04,150,12006,TRIENNIS,12323,,12323.0,2525.63
04,150,22699,ALTRES DESPESES DIVERSES,1500,,1500.0,
04,150,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,29817,,29817.0,7140.32
04,150,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,16351,,16351.0,2272.86
04,150,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,26795,,26795.0,5930.49
04,150,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,1000,,1000.0,
04,150,14300,ALTRE PERSONAL ATIPIC,4807,,4807.0,38.08
04,150,62501,MOBILIARI I ESTRIS,1000,,1000.0,
04,150,15100,GRATIFICACIONS,0,,,
04,150,21900,REPARAC. MANTEN. ALTRE IMMOBILIZ.MATERIAL,1500,,1500.0,
04,150,22706,"ESTUDIS, PROJECTES I ALTRES TREBALLS TÈCNICS URBANISME",25000,-3094.0,21906.0,7213.71
04,150,12101,COMPLEMENT ESPECÍFIC,126252,,126252.0,25915.13
04,150,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,13560,,13560.0,2999.99
04,150,12100,COMPLEMENT DE DESTINACIÓ,55560,,55560.0,11062.31
04,150,16106,INDEMNITZACIONS,8760,,8760.0,
04,150,48900,ALTRES TRANSFERÈNCIES,500,,500.0,
04,150,21400,MANTENIMENT VEHICLES,1500,,1500.0,
04,150,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,58094,,58094.0,14283.01
04,150,22200,SERVEIS DE TELECOMUNICACIONS,2000,,2000.0,269.08
04,150,15000,PRODUCTIVITAT,6600,,6600.0,6000.0
04,151,64000,REPARCEL.LACIÓ PLAÇA CENTRAL,0,,,
04,151,60000,INVERSIONS EN TERRENYS,0,,,
04,336,22707,REDACCIÓ CATÀLEG PATRIMONI,6000,,6000.0,
04,336,61900,REURBANITZACIÓ PASSEIG ESGLÉSIA,0,,,
05,151,22699,ALTRES DESPESES DIVERSES,0,,,
05,165,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS",0,,,
05,171,62501,MOBILIARI I ESTRIS,0,,,
05,171,61000,INVERSIONS PARCS,15000,,15000.0,
05,430,62200,EDIFICIS I ALTRES CONSTRUCCIONS,0,,,
05,430,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0,,,
05,430,62501,MOBILIARI I ESTRIS,0,,,
05,1530,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS",36000,,36000.0,5997.09
05,1530,61000,INVERSIONS EN VIA PÚBLICA,20000,,20000.0,
05,1532,21300,REPAR. MANT. I CONSERV. MAQUIINÀRIA INSTAL. I UTILLATGE,0,,,
05,1532,61001,INVERSIONS EN TERRENYS,0,,,174.24
05,1532,61000,INVERSIONS EN TERRENYS,0,,,
06,160,22714,MANTENIMENT CLAVEGUERAM,99000,,99000.0,
06,161,22608,ALTRES DESPESES,0,,,
06,163,22700,NETEJA VIÀRIA,425000,,425000.0,103462.02
06,164,22707,EXHUMACIONS CEMENTIRI,0,,,
06,165,22715,MANTENIMENT ENLLUMENAT PÚBLIC,112000,,112000.0,42723.17
06,171,62501,MOBILIARI I ESTRIS,0,,,
06,171,22700,MANTENIMENT PERIURBANS,20000,,20000.0,
06,171,22716,MANTENIMENT JARDINERIA,338000,,338000.0,78242.91
06,171,21500,MANTENIMENT MOBILIARI I ESTRIS,0,,,
06,171,22709,MANTENIMENT JOCS INFANTILS,22000,,22000.0,3171.36
06,231,22700,NETEJA DEPENDÈNCIES SERVEIS SOCIALS,1102,,1102.0,
06,231,22713,CLIMATITZACIÓ DEPENDÈNCIES SERVEIS SOCIALS,800,,800.0,195.6
06,333,22713,CLIMATITZACIÓ EQUIPAMENTS CULTURA,1500,,1500.0,287.28
06,333,22700,NETEJA EQUIPAMENTS CULTURA,26276,,26276.0,
06,337,22713,CLIMATITZACIÓ CASAL DE JOVES,250,,250.0,44.52
06,337,22700,NETEJA CASAL DE JOVES,11741,,11741.0,
06,342,22707,MANTENIMENT ZONA ESPORTIVA,30000,,30000.0,2876.06
06,342,22700,NETEJA EQUIPAMENTS ESPORTIUS,14332,,14332.0,
06,342,22713,CLIMATITZACIÓ EQUIPAMENTS ESPORTIUS,4000,,4000.0,
06,430,22713,CLIMATITZACIO CENTRE D'EMPRESES CAN GAVARRA,7000,,7000.0,
06,430,22700,NETEJA CENTRE DE EMPRESES CAN GAVARRA,13230,,13230.0,
06,451,62501,EDIFICIS I ALTRES CONSTRUCCIONS -MAGATZEM BRIGADA-,3500,,3500.0,1694.0
06,451,22700,NETEJA MAGATZEM BRIGADA,4961,,4961.0,
06,451,62200,EDIFICIS I ALTRES CONSTRUCCIONS,0,,,
06,459,22707,DINAMITZACIÓ HORTS MUNICIPALS,1000,,1000.0,
06,920,22713,CLIMATITZACIÓ EDIFICIS MUNICIPALS,3000,,3000.0,569.25
06,920,22700,NETEJA EDIFICIS MUNICIPALS,41894,,41894.0,
06,1530,62501,MOBILIARI I ESTRIS,0,,,3403.73
06,1532,62501,MOBILIARI I ESTRIS,0,,,
06,1621,22700,RECOLLIDA DE RESIDUS,510000,,510000.0,133057.05
06,1622,46700,TRANSFERENCIES CORRENTS A CONSORCIS,0,,,
06,1622,22700,GESTIÓ DE RESIDUS SÒLIDS URBANS,37000,,37000.0,3286.45
06,1623,22700,TRACTAMENT DE RESIDUS,230000,,230000.0,65781.77
06,3230,22713,CLIMATITZACIÓ ESCOLES PÚBLIQUES,5800,,5800.0,1127.7
06,3230,22700,NETEJA ESCOLES PÚBLIQUES,221322,,221322.0,
06,3231,22700,NETEJA ESCOLES BRESSOL MUNICIPALS,81859,,81859.0,
06,3231,22713,CLIMATITZACIÓ ESCOLES BRESSOL MUNICIPALS,3500,,3500.0,446.49
06,3321,22713,CLIMATITZACIÓ BIBLIOTECA,150,,150.0,26.97
06,3321,22700,NETEJA BIBLIOTECA,15159,,15159.0,
06,9290,22713,CLIMATITZACIÓ LOCAL ÀREA ATENCIÓ A LES PERSONES,400,,400.0,
06,9290,22700,NETEJA LOCAL D'ÀREA ATENCIÓ A LES PERSONES,7166,,7166.0,
06,9293,22700,NETEJA EQUIPAMENT EL ROURE,38587,,38587.0,
06,9293,22713,CLIMATITZACIÓ EQUIPAMENT EL ROURE,2200,,2200.0,
07,136,22707,PLANS DE MOBILITAT,3000,1400.0,4400.0,
07,170,15100,GRATIFICACIONS PERSONAL FUNCIONARI,0,335.52,335.52,133.5
07,170,61000,INVERSIONS EN TERRENYS,35000,,35000.0,
07,170,22200,SERVEIS DE TELECOMUNICACIONS,250,,250.0,123.77
07,170,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,15527,,15527.0,2867.24
