#Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
01,912,23100,LOCOMOCIÓ MENBRES ÒRGANS DE GOVERN,500.0,0.0,500.0,0.0
01,912,48301,APORTACIO AL GRUP POLÍTIC CANDIDATURA DE PROGRÉS,10080.0,0.0,10080.0,7560.0
01,912,48304,APORTACIÓ AL GP.ASSOC.GUANYEM/GANEMOS POLINYÀ SÍ SE PUEDE,0.0,0.0,0.0,0.0
01,912,48308,APORTACIÓ AL GRUP POLINYÀ EN COMÚ PODEM,4320.0,0.0,4320.0,3240.0
01,912,22601,DESPESES DIVERSES,7000.0,1035.0,8035.0,1687.26
01,912,22103,Combustibles i carburants.,1000.0,0.0,1000.0,0.0
01,912,48306,APORTACIÓ AL GRUP POLÌTIC ESQUERRA REPUBLICANA DE CATALUNYA,5040.0,0.0,5040.0,3780.0
01,912,10000,RETRIBUCIONS BÀSIQUES I ALTRES RENDIMENTS,152953.0,0.0,152953.0,76913.4
01,912,22200,SERVEIS DE TELECOMUNICACIONS,0.0,0.0,0.0,0.0
01,912,23300,ALTRES INDEMNITZACIONS,20000.0,0.0,20000.0,13260.0
01,912,48303,APORTACIÓ AL GP.. I P CATALUNYA PELS  VERDS ESQUERRA ALT.ENT,0.0,0.0,0.0,0.0
01,912,48300,APORTACIO A GRUPS POLITICS,0.0,0.0,0.0,0.0
01,912,48305,APORTACIÓ AL GRUP POLÍTIC PARTIT POPULAR,0.0,0.0,0.0,0.0
01,912,16000,SEGURETAT SOCIAL ÒRGANS DE GOVERN,53691.0,0.0,53691.0,26372.97
01,912,22199,Altres subministraments.,0.0,3948.58,3948.58,4542.22
01,912,48302,APORTACIÓ AL GRUP POLÍTIC  CONVERGÈNCIA I UNIÓ,0.0,0.0,0.0,0.0
01,912,48307,APORTACIÓ AL GRUP POLÍTIC PARTIT DEMÒCRATA EUPEU CATALÀ,4320.0,0.0,4320.0,3240.0
