#Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
11200,IMPOST SOBRE BENS DE NATURALESA RÚSTEGA,3468,0,3468,3468.31
11301,IMPOST SOBRE BENS DE NATURALESA URBANA,3850000,0,3850000,3830963.46
11500,IMPOST SOBRE VEHICLES DE TRACCIÓ MECÀNICA,640000,0,640000,609122.02
11600,IMPOST SOBRE INCREMENT DE VALORS TERRENYS NATURALESA URBANA,470000,0,470000,591232.59
13000,IMPOST SOBRE ACTIVITATS EMPRESARIALS,1590000,0,1590000,1562715.91
29000,"IMPOST SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OBRES",150000,0,150000,244934.7
30000,ABASTAMENT D'AIGUA,0,0,0,-111.63
30100,SERVEIS DE CLAVEGUERAM,50500,0,50500,40717.01
30200,RECOLLIDA ESCOMBRARIES,383000,0,383000,381325
30500,CEMENTIRI MUNICIPAL,15000,0,15000,12567.76
31100,ACTIVITATS SERVEIS SOCIALS,3000,0,3000,1843
31200,ACTIVITATS ENSENYAMENT,6500,0,6500,6281.78
31201,PLA DE FORMACIÓ,3000,0,3000,838
31301,ACTIVITATS ESPORTIVES,1000,0,1000,1878
31306,INSTAL·LACIONS ESPORTIVES,1000,0,1000,0
31400,ACTIVITATS CULTURALS,2000,0,2000,2581
31500,ACTIVITATS JUVENILS,22100,0,22100,28079.61
31600,ACTIVITATS PROMOCIÓ ECONÒMICA,0,0,0,1137.19
31903,RECOLLIDA ANIMALS DOMÈSTICS,2000,0,2000,845.2
32100,LLICÈNCIES URBANÍSTIQUES,100000,0,100000,92490.76
32500,SERVEIS ADMINISTRATIUS,7200,0,7200,3910.15
32600,TAXA PER RETIRADA DE VEHICLES,12000,0,12000,10977
32700,LLICÈNCIES AUTOTAXIS,1000,0,1000,0
32800,LLICÈNCIES OBERTURA ESTABLIMENTS,150000,0,150000,119396.04
33100,DISTINTIUS I PLAQUES I ENTRADA VEHICLES,78000,0,78000,84259.76
33200,APROFITAMENT ESPECIAL EMP. EXPLOTADORES SUBMINISTRAMENTS,310000,0,310000,294634.51
33300,APROFITAMENT ESPECIAL EMP. EXPLOTADORES S.TELECOMUNICACIONS,31500,0,31500,5035.1
33500,TAXA UTILITZACIÓ DOMINI PÚBLIC,43000,0,43000,62489.96
33800,"APROFITAMENT VOL, SOL I SUBSÒL, CONVENI TELEFÒNICA",62000,0,62000,38737.9
33900,QUIOSCOS,1425,0,1425,0
33901,TAXA UTILITZACIÓ LOCALS I INSTAL.LACIONS MUNICIPALS,1400,0,1400,2520.55
34201,ESCOLA BRESSOL,240000,0,240000,231743.14
34900,PREU PÚBLIC PER INSERCIÓ PUBLICITAT,0,0,0,79.4
35000,CONTRIBUCIONS ESPECIALS QUOTES URBANISTIQUES,0,0,0,0
39100,MULTES PER INFRANCCIONS URBANÍSTIQUES,60000,0,60000,29112
39120,MULTES TRANSIT,40000,0,40000,42511.28
39200,RECÀRREC D'EXTEMPORANEÏTAT,6000,0,6000,7275.24
39300,INTERESSOS DEUTES TRIBUTÀRIES I ALTRES,10000,0,10000,20426.55
39710,Altres ingressos per aprofitaments urbanístics.,0,0,0,0
39901,ALTRES INGRESSOS DIVERSOS,10000,0,10000,25633.25
39903,COMPENSACIÓ CÀNON DE DEPOSICIÓ RESIDUS,65000,0,65000,53450.62
39904,GESTIÓ RECOLLIDA RESIDUS DEIXALLERIA,15000,0,15000,15925.36
39906,RECLAMACIÓ DANYS,0,695.79,695.79,11126.38
39907,INGRESSOS PER EXECUCIONS SUBSIDIÀRIES,0,1909666.71,1909666.71,1909666.71
42000,PARTICIPACIONS EN ELS TRIBUTS DE L'ESTAT,1430000,0,1430000,1415607.2
45000,FONS DE COOPERACIÓ,115000,0,115000,232696.79
45002,CONVENIS DE MANTENIMENT DE SERVEIS SOCIALS,25600,0,25600,0
45030,CONVENIS DE MANTENIMENT DE SERVEIS EDUCACIÓ,132000,0,132000,0
45080,DE L'ADMINISTRACIÓ GENERAL DE LA COMUNITAT AUTÒNOMA,65000,123611.66,188611.66,80237.08
45100,TRANSFERÈNCIES D'ORGANISMES AUTÒNOMS DE LA COM.AUTÒNOMA,20000,165898.76,185898.76,63574.8
46100,ALTRES TRANSFERÈNCIES,150000,92272.49,242272.49,269599.48
46500,ALTRES TRANSFERÈNCIES,123400,0,123400,135905.25
46700,DE CONSORCIS,2000,0,2000,0
47000,TRANSFERÈNCIES CORRENTS D'EMPRESES,1000,600,1600,15797.31
52000,INTERESSOS DE CAIXES I BANCS,100,0,100,225.44
55000,CONCESSIONS ADMINISTRATIVES,22900,0,22900,62846.18
76100,DE DIPUTACIONS,543124,232002.48,775126.48,597217.88
87000,Per a despeses generals.,0,259569.48,259569.48,0
87010,PER A DESPESES AMB FINANÇAMENT AFECTAT,0,525347.68,525347.68,0
91100,PRÉSTECS A LL/T D'ENS DEL SECTOR PÚBLIC,0,0,0,0
91301,PRÉSTEC REBUTS DE FORA DEL SECTOR PÚBLIC,241000,0,241000,0
