#Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
01,912,48305,APORTACIÓ AL GRUP POLÍTIC PARTIT POPULAR,4289.0,0.0,4289.0,1072.05
01,912,48301,APORTACIO AL GRUP POLÍTIC CANDIDATURA DE PROGRÉS,6449.0,0.0,6449.0,1612.05
01,912,22601,DESPESES DIVERSES,6000.0,4363.05,10363.05,4567.55
01,912,48300,APORTACIO A GRUPS POLITICS,0.0,0.0,0.0,0.0
01,912,48304,APORTACIO AL GP ASOC.GUANYEM/GANEMOS POLINYÀ SI SE PUEDE,5009.0,0.0,5009.0,1252.05
01,912,22200,SERVEIS DE TELECOMUNICACIONS,0.0,0.0,0.0,0.0
01,912,23000,DIETES MEMBRES ORGANS DE GOVERN,300.0,0.0,300.0,0.0
01,912,23100,LOCOMOCIÓ MEMBRES ÒRGANS DE GOVERN,500.0,0.0,500.0,0.0
01,912,22199,Altres subministraments.,0.0,0.0,0.0,226.65
01,912,23300,ALTRES INDEMNITZACIONS,19000.0,0.0,19000.0,1912.0
01,912,16000,SEGURETAT SOCIAL ÒRGANS DE GOVERN,38561.0,0.0,38561.0,8659.86
01,912,48306,APORTACIÓ AL GRUP POLÌTIC ESQUERRA REPUBLICANA DE CATALUNYA,4289.0,0.0,4289.0,1072.05
01,912,48303,APORTACIÓ AL GP.. I P CATALUNYA PELS  VERDS ESQUERRA ALT.ENT,4289.0,0.0,4289.0,1072.05
01,912,48302,APORTACIÓ AL GRUP POLÍTIC  CONVERGÈNCIA I UNIÓ,6449.0,0.0,6449.0,1612.05
01,912,10000,RETRIBUCIONS BÀSIQUES I ALTRES RENDIMENTS,118468.0,0.0,118468.0,25373.69
01,920,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,34959.0,0.0,34959.0,7865.5
01,920,16000,SEGURETAT SOCIAL PERSONAL PRESIDENCIA,85667.0,0.0,85667.0,22387.18
01,920,12000,Sous del Grup A1.,14973.0,0.0,14973.0,3531.24
01,920,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,25922.0,0.0,25922.0,5918.07
01,920,12100,COMPLEMENT DE DESTINACIÓ,37643.0,0.0,37643.0,8392.47
01,920,12001,Sous del Grup A2.,13166.0,0.0,13166.0,3053.37
