#Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
01,912,48305,APORTACIÓ AL GRUP POLÍTIC PARTIT POPULAR,2200.0,0.0,2200.0,1953.51
01,912,48301,APORTACIO AL GRUP POLÍTIC CANDIDATURA DE PROGRÉS,8500.0,0.0,8500.0,8425.51
01,912,22601,DESPESES DIVERSES,6000.0,9363.05,15363.05,11934.56
01,912,48300,APORTACIO A GRUPS POLITICS,0.0,0.0,0.0,0.0
01,912,48304,APORTACIO AL GP ASOC.GUANYEM/GANEMOS POLINYÀ SI SE PUEDE,2300.0,0.0,2300.0,4633.51
01,912,48307,APORTACIÓ AL GRUP POLÍTIC PARTIT DEMÒCRATA EUPEU CATALÀ,2400.0,0.0,2400.0,0.0
01,912,22200,SERVEIS DE TELECOMUNICACIONS,0.0,0.0,0.0,0.0
01,912,23000,DIETES MEMBRES ORGANS DE GOVERN,300.0,0.0,300.0,0.0
01,912,23100,LOCOMOCIÓ MEMBRES ÒRGANS DE GOVERN,500.0,0.0,500.0,0.0
01,912,22199,Altres subministraments.,0.0,0.0,0.0,1649.86
01,912,23300,ALTRES INDEMNITZACIONS,14000.0,6840.0,20840.0,17614.0
01,912,16000,SEGURETAT SOCIAL ÒRGANS DE GOVERN,46786.45,-12940.0,33846.45,32448.15
01,912,48308,APORTACIÓ AL GRUP POLINYÀ EN COMÚ PODEM,2400.0,0.0,2400.0,0.0
01,912,48306,APORTACIÓ AL GRUP POLÌTIC ESQUERRA REPUBLICANA DE CATALUNYA,4700.0,0.0,4700.0,4697.51
01,912,48303,APORTACIÓ AL GP.. I P CATALUNYA PELS  VERDS ESQUERRA ALT.ENT,2200.0,0.0,2200.0,1953.51
01,912,48302,APORTACIÓ AL GRUP POLÍTIC  CONVERGÈNCIA I UNIÓ,3100.0,0.0,3100.0,5289.51
01,912,10000,RETRIBUCIONS BÀSIQUES I ALTRES RENDIMENTS,136942.0,-35000.0,101942.0,104855.79
01,920,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,36968.88,0.0,36968.88,36803.43
01,920,16000,SEGURETAT SOCIAL PERSONAL PRESIDENCIA,98331.55,0.0,98331.55,97230.1
01,920,12000,Sous del Grup A1.,15577.66,0.0,15577.66,15596.72
01,920,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,27237.88,0.0,27237.88,27106.65
01,920,12100,COMPLEMENT DE DESTINACIÓ,44507.32,0.0,44507.32,43257.56
01,920,12001,Sous del Grup A2.,13698.06,0.0,13698.06,13714.82
01,920,12101,COMPLEMENT ESPECÍFIC,143918.83,0.0,143918.83,143437.63
01,920,12006,TRIENNIS,14308.38,0.0,14308.38,14161.84
01,920,12003,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C1,23275.05,0.0,23275.05,21048.92
01,920,15000,PRODUCTIVITAT,6000.0,0.0,6000.0,5050.0
01,920,15100,GRATIFICACIONS,2000.0,100.0,2100.0,3047.96
01,920,14300,ALTRE PERSONAL ATÍPIC,0.0,0.0,0.0,0.0
01,920,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,24769.59,0.0,24769.59,24802.32
01,920,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,41404.16,0.0,41404.16,41532.67
02,011,31000,INTERESSOS PRÉSTEC DEL SECTOR PRIVAT I OP. TRESORERIA,23000.0,0.0,23000.0,22661.8
02,011,91100,AMORTITZ. PRESTECS A MIG I LLARG DEL S.PUB.,89799.0,0.0,89799.0,89798.93
02,011,91302,AMORTITZACIÓ PRÈSTECS A MIG I LLARG FORA DEL S.PÚBLIC,0.0,0.0,0.0,0.0
02,011,91300,AMORTITZACIO PRÈSTECS A MIG I LLARG FORA DEL S.PÚBLIC,702514.0,0.0,702514.0,701343.58
02,221,16000,SEGURETAT SOCIAL FORMACIÓ I ACCIÓ SOCIAL,13120.0,0.0,13120.0,0.0
02,221,16200,FORMACIO I PERFECCIONAMENT PERSONAL,10000.0,1320.0,11320.0,4975.0
02,221,16204,ACCIÓ SOCIAL PERSONAL,31000.0,0.0,31000.0,31097.33
02,221,16106,INDEMNITZACIONS,0.0,0.0,0.0,1807.16
02,912,22200,SERVEIS DE TELECOMUNICACIONS,0.0,0.0,0.0,0.0
02,920,46600,A ALTRES AGRUPACIONS DE MUNICIPIS,0.0,0.0,0.0,0.0
02,920,21500,MANTENIMENT MOBILIARI I ESTRIS,3000.0,506.26,3506.26,6092.36
02,920,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0.0,26743.1,26743.1,28428.09
02,920,15100,GRATIFICACIONS,2000.0,0.0,2000.0,2112.32
02,920,22604,DESPESES JURIDIQUES,10000.0,6598.0,16598.0,11311.07
02,920,21600,MANTENIMENT EQUIPS INFORMÀTICS,4000.0,193.6,4193.6,3768.4
02,920,22699,DESPESES DIVERSES,2300.0,-2300.0,0.0,4026.64
02,920,22400,PRIMES ASSEGURANCES,42000.0,4.26,42004.26,37916.94
02,920,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,7062.48,-7000.0,62.48,0.0
02,920,22001,"PREMSA, REVISTES, LLIBRES I ALTRES PUBLICACIONS",10000.0,0.0,10000.0,9248.95
02,920,12006,TRIENNIS,21497.68,0.0,21497.68,21156.34
02,920,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,11285.82,0.0,11285.82,11268.51
02,920,16000,SEGURETAT SOCIAL PERSONAL SERVEIS GENERALS,119768.55,-11000.0,108768.55,108169.74
02,920,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,44462.7,0.0,44462.7,43499.61
02,920,21300,"REPARAC. MANTENIM. I CONSERV. MAQUINÀRIA, INSTAL·LAC. I UTIL",2000.0,0.0,2000.0,0.0
02,920,21900,MANTENIMENT PROGRAMES INFORMÀTICS,27700.0,9611.11,37311.11,36495.82
02,920,63200,EDIFICIS I ALTRES CONSTRUCCIONS -EDIFICI AJUNTAMENT-,0.0,1466.1,1466.1,1466.1
02,920,22002,MATERIAL INFORMÀTIC NO INVENTARIABLE,5000.0,-4834.41,165.59,3323.41
02,920,22706,TREBALLS TECNICS REALITZATS ALTRES EMPRESES,15000.0,-3590.83,11409.17,16689.93
02,920,22602,PUBLICITAT I PROPAGANDA,4000.0,12.54,4012.54,6091.6
02,920,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,36823.05,-5000.0,31823.05,31644.88
02,920,23120,LOCOMOCIÓ PERSONAL NO DIRECTIU,1000.0,0.0,1000.0,2313.91
02,920,23020,DIETES PERSONAL NO DIRECTIU,1500.0,0.0,1500.0,2051.18
02,920,22199,ALTRES SUBMINISTRAMENTS,500.0,0.0,500.0,342.93
02,920,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,15889.16,0.0,15889.16,15962.45
02,920,22200,SERVEIS DE TELECOMUNICACIONS,19300.0,3211.87,22511.87,21528.38
02,920,22000,MATERIAL D'OFICINA,8000.0,326.66,8326.66,7603.45
02,920,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,28413.91,0.0,28413.91,27353.36
02,920,23300,ALTRES INDEMNITZACIONS,1000.0,0.0,1000.0,1374.01
02,920,22603,PUBLICACIÓ DIARIS OFICIALS,9000.0,368.4,9368.4,6999.6
02,920,13100,RETRIBUCIONS PERSONAL LABORAL EVENTUAL,38459.94,0.0,38459.94,37997.16
02,920,15000,PRODUCTIVITAT,8400.0,0.0,8400.0,5941.64
02,920,12101,COMPLEMENT ESPECÍFIC,192574.45,-18000.0,174574.45,174825.52
02,920,22201,COMUNICACIONS POSTALS,10100.0,844.44,10944.44,8326.99
02,920,22299,ALTRES DESPESES EN COMUNICACIONS,6000.0,-5939.65,60.35,712.07
02,920,35800,INTERESSOS ARRENDAMENTS FINANCERS,3000.0,116.41,3116.41,2741.52
02,920,12100,COMPLEMENT DE DESTINACIÓ,65036.14,-8000.0,57036.14,56968.76
02,920,20500,Lloguer de mobiliari i estris,0.0,0.0,0.0,0.0
02,920,22105,PRODUCTES ALIMENTARIS,2000.0,77.22,2077.22,1636.87
02,920,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS - EDIFICI AJUNTAMENT-",0.0,0.0,0.0,0.0
02,920,62501,MOBILIARI I ESTRIS,5000.0,13591.78,18591.78,11118.44
02,920,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,27000.0,11000.0,38000.0,26147.64
02,920,64800,QUOTES ARRENDAMENTS FINANCERS,24317.0,939.3,25256.3,22341.85
02,932,22708,SERVEIS DE RECAPTACIÓ A FAVOR DE L'ENTITAT,90000.0,54000.0,144000.0,143948.31
02,934,35200,INTERESSOS DE DEMORA,1000.0,0.0,1000.0,81.64
02,934,31100,DESP. FORMALITZACIO MODIFICACIÓ I CANCEL.PRESTECS INTERIOR,0.0,0.0,0.0,0.0
02,934,35900,ALTRES DESPESES FINANCERES,1500.0,0.0,1500.0,1651.34
02,934,34100,INTERESSOS DE FIANCES,0.0,0.0,0.0,0.0
02,942,46600,A ALTRES AGRUPACIONS DE MUNICIPIS,4500.0,860.54,5360.54,5360.54
02,9290,50000,FONS DE CONTINGÈNCIA,0.0,0.0,0.0,0.0
03,130,22103,SUBMINISTRAMENT  COMBUSTIBLE,5000.0,612.12,5612.12,4679.59
03,130,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS SEGURETAT CIUTADANA",0.0,21671.42,21671.42,22881.34
03,130,15100,GRATIFICACIONS,49000.0,0.0,49000.0,49651.42
