#Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
11200,IMPOST SOBRE BENS DE NATURALESA RÚSTEGA,12000.0,0.0,12000.0,11885.28
11301,IMPOST SOBRE BENS DE NATURALESA URBANA,3272504.0,0.0,3272504.0,3206775.36
11500,IMPOST SOBRE VEHICLES DE TRACCIÓ MECÀNICA,650000.0,0.0,650000.0,68947.57
11600,IMPOST SOBRE INCREMENT DE VALORS TERRENYS NATURALESA URBANA,1150000.0,0.0,1150000.0,321804.61
13000,IMPOST SOBRE ACTIVITATS EMPRESARIALS,1550000.0,0.0,1550000.0,19902.34
29000,"IMPOST SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OBRES",400000.0,0.0,400000.0,168650.47
30000,ABASTAMENT D'AIGUA,0.0,0.0,0.0,0.0
30200,RECOLLIDA ESCOMBRARIES,370000.0,0.0,370000.0,0.0
30201,SERVEI RECOLLIDA ESCOMBRARIES INDUSTRIALS,0.0,0.0,0.0,0.0
30500,CEMENTIRI MUNICIPAL,15000.0,0.0,15000.0,1598.4
31100,ACTIVITATS GENT GRAN,3000.0,0.0,3000.0,1838.0
31200,ACTIVITATS ENSENYAMENT,18000.0,0.0,18000.0,0.0
31201,PLA DE FORMACIÓ,5000.0,0.0,5000.0,30.0
31301,ACTIVITATS ESPORTIVES,1000.0,0.0,1000.0,0.0
31306,INSTAL·LACIONS ESPORTIVES,1000.0,0.0,1000.0,0.0
31400,ACTIVITATS CULTURALS,4000.0,0.0,4000.0,287.64
31500,ACTIVITATS JUVENILS,40000.0,0.0,40000.0,39678.75
31600,ACTIVITATS PROMOCIÓ ECONÒMICA,2000.0,0.0,2000.0,0.0
31903,RECOLLIDA ANIMALS DOMÈSTICS,1500.0,0.0,1500.0,250.0
32100,LLICÈNCIES URBANÍSTIQUES,175000.0,0.0,175000.0,47265.48
32200,CEDULES D'HABILITAT I LLICÈNCIES DE PRIMERA OCUPACIÓ,5000.0,0.0,5000.0,20259.37
32500,SERVEIS ADMINISTRATIUS,12000.0,0.0,12000.0,1808.5
32600,TAXA PER RETIRADA DE VEHICLES,14000.0,0.0,14000.0,950.0
32700,LLICÈNCIES AUTOTAXIS,1000.0,0.0,1000.0,222.2
32800,LLICÈNCIES ACTIVITATS,110000.0,0.0,110000.0,26490.1
32901,TAXA LLICENCIA GOSSOS POTENCIALMENT PERILLOSOS,500.0,0.0,500.0,0.0
33100,DISTINTIUS I PLAQUES I ENTRADA VEHICLES,88000.0,0.0,88000.0,88679.69
33200,APROFITAMENT ESPECIAL EMP. EXPLOTADORES SUBMINISTRAMENTS,300000.0,0.0,300000.0,56932.47
33300,APROFITAMENT ESPECIAL EMP. EXPLOTADORES S.TELECOMUNICACIONS,6000.0,0.0,6000.0,1923.0
33500,TAXA UTILITZACIÓ DOMINI PÚBLIC,81000.0,0.0,81000.0,16780.55
33800,"APROFITAMENT VOL, SOL I SUBSÒL, CONVENI TELEFÒNICA",40000.0,0.0,40000.0,10991.72
33901,TAXA UTILITZACIÓ LOCALS I INSTAL.LACIONS MUNICIPALS,3000.0,0.0,3000.0,0.0
34201,ESCOLA BRESSOL,200000.0,0.0,200000.0,61600.98
34901,PREU PUBLIC PRESTACIÓ SERVEIS CAN GAVARRA,46000.0,0.0,46000.0,11792.01
39100,MULTES PER INFRACCIONS URBANISTIQUES,0.0,0.0,0.0,-28.85
39120,MULTES TRANSIT,40000.0,0.0,40000.0,7570.0
39130,MULTES COERCITIVES AREA TERRITORI,30000.0,0.0,30000.0,0.0
39190,ALTRES MULTES I SANCIONS,5000.0,0.0,5000.0,6300.0
39200,RECÀRREC D'EXTEMPORANEÏTAT,10000.0,0.0,10000.0,787.21
39300,INTERESSOS DEUTES TRIBUTÀRIES I ALTRES,50000.0,0.0,50000.0,5835.48
39901,ALTRES INGRESSOS DIVERSOS,15000.0,0.0,15000.0,839.56
39903,COMPENSACIÓ CÀNON DE DEPOSICIÓ RESIDUS,40000.0,0.0,40000.0,3633.0
39904,GESTIÓ RECOLLIDA RESIDUS DEIXALLERIA,20000.0,0.0,20000.0,4990.09
39906,RECLAMACIÓ DANYS,0.0,0.0,0.0,1795.04
39907,INGRESSOS PER EXECUCIONS SUBSIDIÀRIES,0.0,20851.07,20851.07,0.0
42000,PARTICIPACIONS EN ELS TRIBUTS DE L'ESTAT,1555000.0,0.0,1555000.0,369658.83
45000,FONS DE COOPERACIÓ,120000.0,0.0,120000.0,0.0
45002,CONVENIS DE MANTENIMENT DE SERVEIS SOCIALS,25600.0,0.0,25600.0,0.0
45080,DE L'ADMINISTRACIÓ GENERAL DE LA COMUNITAT AUTÒNOMA,85000.0,146927.84,231927.84,100133.54
45100,TRANSFERÈNCIES D'ORGANISMES AUTÒNOMS DE LA COM.AUTÒNOMA,20000.0,0.0,20000.0,-3277.98
46100,ALTRES TRANSFERÈNCIES,370000.0,208205.79,578205.79,137106.3
46500,ALTRES TRANSFERÈNCIES,150000.0,0.0,150000.0,0.0
47000,TRANSFERÈNCIES CORRENTS D'EMPRESES,5000.0,0.0,5000.0,0.0
48000,DE FAMILIES I INSTITUCIONS SENSE ANIM DE LUCRE,0.0,0.0,0.0,0.0
52000,INTERESSOS DE CAIXES I BANCS,5000.0,0.0,5000.0,297.48
54100,ARRENDAMENT FINQUES,31200.0,0.0,31200.0,8047.08
55000,CONCESSIONS ADMINISTRATIVES,70000.0,0.0,70000.0,7178.36
60000,VENDA DE SOLARS,0.0,0.0,0.0,0.0
76100,DE DIPUTACIONS,0.0,0.0,0.0,0.0
87000,PER A DESPESES GENERALS,0.0,1364302.47,1364302.47,0.0
87010,PER A DESPESES AMB FINANÇAMENT AFECTAT,0.0,323947.81,323947.81,0.0
91100,PRÉSTECS A LL/T D'ENS DEL SECTOR PÚBLIC,175000.0,125631.75,300631.75,0.0
91301,PRÉSTEC REBUTS DE FORA DEL SECTOR PÚBLIC,104230.0,70151.06,174381.06,0.0
#,,11502534.0,2260017.79,13762551.79,4838209.63
